Summary Statistics of TFSA by FSA,,,,Contributions,,Withdrawals,,,,,,,,,,,,,,,,,,
PRUID,FSA,Number of Holders,FMV,(#),($),(#),($),,,,,,,,,,,,,,,,,
24,H9R,13080 ,448175000 ,7760 ,76876000 ,3210 ,30205000 ,,,,,,,,,,,,,,,,,
24,H9S,11650 ,430500000 ,7060 ,73250000 ,2920 ,30371000 ,,,,,,,,,,,,,,,,,
24,H9W,10340 ,421682000 ,6230 ,70973000 ,2000 ,24611000 ,,,,,,,,,,,,,,,,,
24,H9X,4900 ,183463000 ,2870 ,32337000 ,1010 ,12480000 ,,,,,,,,,,,,,,,,,
24,J0A,7610 ,216285000 ,4780 ,41707000 ,2350 ,17537000 ,,,,,,,,,,,,,,,,,
24,J0B,25250 ,714870000 ,15010 ,135179000 ,7390 ,59865000 ,,,,,,,,,,,,,,,,,
24,J0C,8780 ,230194000 ,5520 ,46369000 ,2870 ,21760000 ,,,,,,,,,,,,,,,,,
24,J0E,21100 ,667268000 ,12310 ,119699000 ,5810 ,53188000 ,,,,,,,,,,,,,,,,,
24,J0G,7060 ,220567000 ,4320 ,38598000 ,2050 ,15392000 ,,,,,,,,,,,,,,,,,
24,J0H,19960 ,528872000 ,12000 ,101377000 ,6020 ,42864000 ,,,,,,,,,,,,,,,,,
24,J0J,16700 ,452444000 ,9890 ,86521000 ,4980 ,36715000 ,,,,,,,,,,,,,,,,,
24,J0K,51850 ,1403774000 ,30640 ,283753000 ,16670 ,133317000 ,,,,,,,,,,,,,,,,,
24,J0L,30840 ,762914000 ,18740 ,161909000 ,9990 ,73088000 ,,,,,,,,,,,,,,,,,
24,J0M,2740 ,19135000 ,1080 ,6554000 ,640 ,3049000 ,,,,,,,,,,,,,,,,,
24,J0N,18350 ,398421000 ,11090 ,95298000 ,6360 ,47911000 ,,,,,,,,,,,,,,,,,
24,J0P,17080 ,476720000 ,10220 ,98126000 ,5150 ,43343000 ,,,,,,,,,,,,,,,,,
24,J0R,17310 ,560919000 ,10090 ,113583000 ,4890 ,51666000 ,,,,,,,,,,,,,,,,,
24,J0S,12400 ,344317000 ,7200 ,66965000 ,3690 ,31095000 ,,,,,,,,,,,,,,,,,
24,J0T,19460 ,604654000 ,10990 ,122467000 ,5660 ,53458000 ,,,,,,,,,,,,,,,,,
24,J0V,9940 ,276150000 ,5570 ,54921000 ,3050 ,24837000 ,,,,,,,,,,,,,,,,,
24,J0W,5340 ,151762000 ,2900 ,29831000 ,1640 ,13617000 ,,,,,,,,,,,,,,,,,
24,J0X,14130 ,348108000 ,7620 ,74109000 ,4350 ,35176000 ,,,,,,,,,,,,,,,,,
24,J0Y,9270 ,195938000 ,5530 ,41459000 ,3110 ,20370000 ,,,,,,,,,,,,,,,,,
24,J0Z,11630 ,279388000 ,6910 ,57811000 ,3910 ,28652000 ,,,,,,,,,,,,,,,,,
24,J1A,4070 ,115397000 ,2520 ,20502000 ,1260 ,8786000 ,,,,,,,,,,,,,,,,,
24,J1C,2660 ,69753000 ,1660 ,13732000 ,840 ,6441000 ,,,,,,,,,,,,,,,,,
24,J1E,8990 ,213786000 ,5630 ,45267000 ,3050 ,21025000 ,,,,,,,,,,,,,,,,,
24,J1G,7850 ,226632000 ,4940 ,42789000 ,2340 ,17690000 ,,,,,,,,,,,,,,,,,
24,J1H,8880 ,198862000 ,5630 ,46140000 ,2960 ,18362000 ,,,,,,,,,,,,,,,,,
24,J1J,7370 ,286784000 ,4720 ,47110000 ,1890 ,17743000 ,,,,,,,,,,,,,,,,,
24,J1K,2700 ,80350000 ,1770 ,15914000 ,790 ,6701000 ,,,,,,,,,,,,,,,,,
24,J1L,7920 ,293683000 ,4980 ,50891000 ,2320 ,21403000 ,,,,,,,,,,,,,,,,,
24,J1M,2250 ,70758000 ,1370 ,12169000 ,640 ,5599000 ,,,,,,,,,,,,,,,,,
24,J1N,14540 ,376821000 ,9340 ,84178000 ,4680 ,37906000 ,,,,,,,,,,,,,,,,,
24,J1R,4370 ,103273000 ,2860 ,24407000 ,1450 ,10021000 ,,,,,,,,,,,,,,,,,
24,J1S,3130 ,78466000 ,1950 ,15348000 ,1070 ,7658000 ,,,,,,,,,,,,,,,,,
24,J1T,3030 ,99744000 ,1830 ,16500000 ,930 ,7117000 ,,,,,,,,,,,,,,,,,
24,J1X,14880 ,493470000 ,8850 ,92060000 ,4270 ,40961000 ,,,,,,,,,,,,,,,,,
24,J1Z,2090 ,49885000 ,1300 ,11593000 ,710 ,5372000 ,,,,,,,,,,,,,,,,,
24,J2A,4240 ,94556000 ,2680 ,22293000 ,1430 ,10050000 ,,,,,,,,,,,,,,,,,
24,J2B,11330 ,286696000 ,7050 ,57921000 ,3820 ,27753000 ,,,,,,,,,,,,,,,,,
24,J2C,13460 ,444715000 ,8270 ,75973000 ,4000 ,33771000 ,,,,,,,,,,,,,,,,,
24,J2E,1660 ,40922000 ,1020 ,8622000 ,530 ,3976000 ,,,,,,,,,,,,,,,,,
24,J2G,10730 ,328050000 ,6350 ,55564000 ,3170 ,25653000 ,,,,,,,,,,,,,,,,,
24,J2H,10120 ,327928000 ,6300 ,62731000 ,2930 ,27036000 ,,,,,,,,,,,,,,,,,
24,J2J,7380 ,212160000 ,4550 ,40478000 ,2340 ,17746000 ,,,,,,,,,,,,,,,,,
24,J2K,6980 ,200761000 ,4030 ,33955000 ,2020 ,16059000 ,,,,,,,,,,,,,,,,,
24,J2L,5420 ,196260000 ,3310 ,40792000 ,1440 ,16812000 ,,,,,,,,,,,,,,,,,
24,J2M,3140 ,97274000 ,1930 ,19754000 ,880 ,9051000 ,,,,,,,,,,,,,,,,,
24,J2N,3590 ,87975000 ,2230 ,18263000 ,1200 ,7834000 ,,,,,,,,,,,,,,,,,
24,J2R,4710 ,143048000 ,3000 ,26249000 ,1390 ,11062000 ,,,,,,,,,,,,,,,,,
24,J2S,11920 ,390976000 ,7530 ,70863000 ,3510 ,28673000 ,,,,,,,,,,,,,,,,,
24,J2T,7580 ,225207000 ,4820 ,42132000 ,2300 ,18251000 ,,,,,,,,,,,,,,,,,
24,J2W,12750 ,351775000 ,8050 ,77411000 ,3740 ,31822000 ,,,,,,,,,,,,,,,,,
24,J2X,7930 ,213640000 ,4790 ,43642000 ,2460 ,19167000 ,,,,,,,,,,,,,,,,,
24,J2Y,2330 ,62785000 ,1400 ,12794000 ,680 ,5522000 ,,,,,,,,,,,,,,,,,
24,J3A,4090 ,141276000 ,2330 ,24588000 ,1220 ,10858000 ,,,,,,,,,,,,,,,,,
24,J3B,12510 ,320965000 ,7640 ,67653000 ,3980 ,28963000 ,,,,,,,,,,,,,,,,,
24,J3E,13820 ,429414000 ,8710 ,91756000 ,3570 ,30816000 ,,,,,,,,,,,,,,,,,
24,J3G,14830 ,421488000 ,9260 ,89351000 ,4540 ,38816000 ,,,,,,,,,,,,,,,,,
24,J3H,12480 ,408041000 ,7730 ,79065000 ,3400 ,32059000 ,,,,,,,,,,,,,,,,,
24,J3L,22430 ,582511000 ,13960 ,136353000 ,6910 ,59247000 ,,,,,,,,,,,,,,,,,
24,J3M,4000 ,89096000 ,2490 ,21161000 ,1420 ,10344000 ,,,,,,,,,,,,,,,,,
24,J3N,7280 ,194102000 ,4560 ,44292000 ,2180 ,19571000 ,,,,,,,,,,,,,,,,,
24,J3P,10380 ,344911000 ,6450 ,58744000 ,3050 ,26172000 ,,,,,,,,,,,,,,,,,
24,J3R,5790 ,185693000 ,3560 ,33230000 ,1730 ,13952000 ,,,,,,,,,,,,,,,,,
24,J3T,3760 ,126020000 ,2460 ,22289000 ,1200 ,10812000 ,,,,,,,,,,,,,,,,,
24,J3V,13550 ,517483000 ,8540 ,91792000 ,3090 ,33671000 ,,,,,,,,,,,,,,,,,
24,J3X,10010 ,288051000 ,6480 ,61670000 ,2990 ,24552000 ,,,,,,,,,,,,,,,,,
24,J3Y,28130 ,698283000 ,17820 ,155541000 ,8810 ,69704000 ,,,,,,,,,,,,,,,,,
24,J3Z,2450 ,59796000 ,1560 ,14590000 ,760 ,5983000 ,,,,,,,,,,,,,,,,,
24,J4B,23110 ,917203000 ,14700 ,156968000 ,5280 ,56160000 ,,,,,,,,,,,,,,,,,
24,J4G,4720 ,150199000 ,3010 ,27292000 ,1300 ,12047000 ,,,,,,,,,,,,,,,,,
24,J4H,7010 ,236406000 ,4340 ,42439000 ,1870 ,18035000 ,,,,,,,,,,,,,,,,,
24,J4J,10890 ,247993000 ,6930 ,57355000 ,3640 ,25247000 ,,,,,,,,,,,,,,,,,
24,J4K,9150 ,189327000 ,5720 ,47895000 ,3180 ,24049000 ,,,,,,,,,,,,,,,,,
24,J4L,11360 ,270409000 ,7210 ,59482000 ,3740 ,25852000 ,,,,,,,,,,,,,,,,,
24,J4M,5920 ,173923000 ,3770 ,35711000 ,1660 ,14035000 ,,,,,,,,,,,,,,,,,
24,J4N,6570 ,283670000 ,4240 ,49697000 ,1600 ,18949000 ,,,,,,,,,,,,,,,,,
24,J4P,5470 ,222490000 ,3440 ,38957000 ,1330 ,15221000 ,,,,,,,,,,,,,,,,,
24,J4R,5210 ,206185000 ,3230 ,34197000 ,1240 ,13845000 ,,,,,,,,,,,,,,,,,
24,J4S,3440 ,147729000 ,2170 ,22003000 ,710 ,9187000 ,,,,,,,,,,,,,,,,,
24,J4T,6290 ,121761000 ,3960 ,31102000 ,2190 ,14415000 ,,,,,,,,,,,,,,,,,
24,J4V,6980 ,188291000 ,4200 ,38083000 ,2000 ,16120000 ,,,,,,,,,,,,,,,,,
24,J4W,8030 ,229992000 ,4820 ,43112000 ,2080 ,18710000 ,,,,,,,,,,,,,,,,,
24,J4X,10440 ,455002000 ,6460 ,74894000 ,2140 ,27573000 ,,,,,,,,,,,,,,,,,
24,J4Y,12080 ,392541000 ,7380 ,77927000 ,3110 ,32170000 ,,,,,,,,,,,,,,,,,
24,J4Z,11520 ,284622000 ,7170 ,65785000 ,3430 ,29113000 ,,,,,,,,,,,,,,,,,
24,J5A,11500 ,254509000 ,7370 ,65279000 ,3870 ,28895000 ,,,,,,,,,,,,,,,,,
24,J5B,3270 ,76802000 ,2050 ,17331000 ,1110 ,7099000 ,,,,,,,,,,,,,,,,,
24,J5C,6740 ,152436000 ,4220 ,38540000 ,2230 ,16822000 ,,,,,,,,,,,,,,,,,
24,J5J,5300 ,86068000 ,3150 ,23983000 ,1960 ,12916000 ,,,,,,,,,,,,,,,,,
24,J5K,5660 ,112203000 ,3420 ,30203000 ,1970 ,14473000 ,,,,,,,,,,,,,,,,,
24,J5L,8530 ,195527000 ,5200 ,46956000 ,2850 ,21494000 ,,,,,,,,,,,,,,,,,
24,J5M,6300 ,98038000 ,3800 ,28296000 ,2510 ,15518000 ,,,,,,,,,,,,,,,,,
24,J5N,0 ,0 ,20 ,200000 ,0 ,0 ,,,,,,,,,,,,,,,,,
24,J5R,23240 ,731162000 ,14700 ,153821000 ,6270 ,60691000 ,,,,,,,,,,,,,,,,,
24,J5T,4550 ,93050000 ,2760 ,24395000 ,1740 ,11635000 ,,,,,,,,,,,,,,,,,
24,J5V,2680 ,91814000 ,1570 ,15638000 ,800 ,6683000 ,,,,,,,,,,,,,,,,,
24,J5W,9680 ,235347000 ,5930 ,54869000 ,3280 ,24866000 ,,,,,,,,,,,,,,,,,
24,J5X,2620 ,55483000 ,1590 ,12652000 ,910 ,5771000 ,,,,,,,,,,,,,,,,,
24,J5Y,12000 ,302442000 ,7550 ,69813000 ,3980 ,30444000 ,,,,,,,,,,,,,,,,,
24,J5Z,10750 ,238145000 ,6860 ,55757000 ,3840 ,28004000 ,,,,,,,,,,,,,,,,,
24,J6A,15360 ,495096000 ,9540 ,94095000 ,4420 ,38548000 ,,,,,,,,,,,,,,,,,
24,J6E,18780 ,638174000 ,11440 ,115523000 ,5620 ,48879000 ,,,,,,,,,,,,,,,,,
24,J6J,8880 ,203503000 ,5280 ,44530000 ,2840 ,21297000 ,,,,,,,,,,,,,,,,,
24,J6K,9360 ,215178000 ,5720 ,46130000 ,3040 ,21814000 ,,,,,,,,,,,,,,,,,
24,J6N,6140 ,158584000 ,3800 ,33385000 ,2120 ,15800000 ,,,,,,,,,,,,,,,,,
24,J6R,5470 ,127059000 ,3440 ,31489000 ,1810 ,13692000 ,,,,,,,,,,,,,,,,,
24,J6S,9430 ,274100000 ,5620 ,54226000 ,3070 ,25643000 ,,,,,,,,,,,,,,,,,
24,J6T,6350 ,170712000 ,3860 ,33476000 ,2110 ,16017000 ,,,,,,,,,,,,,,,,,
24,J6V,6650 ,194275000 ,4100 ,42284000 ,2040 ,18597000 ,,,,,,,,,,,,,,,,,
24,J6W,12620 ,312972000 ,7680 ,65756000 ,3930 ,29030000 ,,,,,,,,,,,,,,,,,
24,J6X,10610 ,277102000 ,6640 ,63764000 ,3470 ,27564000 ,,,,,,,,,,,,,,,,,
24,J6Y,8090 ,174937000 ,5020 ,48505000 ,2800 ,21555000 ,,,,,,,,,,,,,,,,,
24,J6Z,8280 ,237455000 ,5140 ,52151000 ,2380 ,19868000 ,,,,,,,,,,,,,,,,,
24,J7A,7050 ,249266000 ,4260 ,47739000 ,1700 ,19169000 ,,,,,,,,,,,,,,,,,
24,J7B,6350 ,216125000 ,3870 ,44204000 ,1470 ,16257000 ,,,,,,,,,,,,,,,,,
24,J7C,19320 ,509603000 ,11940 ,117517000 ,5900 ,48042000 ,,,,,,,,,,,,,,,,,
24,J7E,11800 ,336101000 ,7030 ,67870000 ,3640 ,31489000 ,,,,,,,,,,,,,,,,,
24,J7G,7100 ,181023000 ,4430 ,40162000 ,2120 ,15552000 ,,,,,,,,,,,,,,,,,
24,J7H,3570 ,104220000 ,2260 ,24391000 ,1140 ,9124000 ,,,,,,,,,,,,,,,,,
24,J7J,10590 ,241622000 ,6460 ,62350000 ,3630 ,29131000 ,,,,,,,,,,,,,,,,,
24,J7K,14230 ,315944000 ,8850 ,79081000 ,5050 ,37938000 ,,,,,,,,,,,,,,,,,
24,J7L,4870 ,104949000 ,2980 ,27349000 ,1630 ,12572000 ,,,,,,,,,,,,,,,,,
24,J7M,7110 ,104373000 ,4510 ,30516000 ,2770 ,16051000 ,,,,,,,,,,,,,,,,,
24,J7N,11250 ,236846000 ,6880 ,59737000 ,3910 ,28797000 ,,,,,,,,,,,,,,,,,
24,J7P,10130 ,268353000 ,6160 ,55725000 ,3070 ,22575000 ,,,,,,,,,,,,,,,,,
24,J7R,15330 ,392020000 ,9350 ,81239000 ,4720 ,35364000 ,,,,,,,,,,,,,,,,,
24,J7T,12260 ,317565000 ,7270 ,71545000 ,3450 ,28323000 ,,,,,,,,,,,,,,,,,
24,J7V,29140 ,732725000 ,17850 ,165684000 ,9030 ,74488000 ,,,,,,,,,,,,,,,,,
24,J7W,5990 ,136921000 ,3670 ,33152000 ,1900 ,14651000 ,,,,,,,,,,,,,,,,,
24,J7X,2010 ,40627000 ,1240 ,10125000 ,730 ,4696000 ,,,,,,,,,,,,,,,,,
24,J7Y,10140 ,275767000 ,5920 ,56349000 ,3380 ,27135000 ,,,,,,,,,,,,,,,,,
24,J7Z,10720 ,285135000 ,6220 ,55780000 ,3440 ,24525000 ,,,,,,,,,,,,,,,,,
24,J8A,3850 ,93024000 ,2240 ,20798000 ,1290 ,10857000 ,,,,,,,,,,,,,,,,,
24,J8B,5630 ,172094000 ,3190 ,34138000 ,1690 ,15386000 ,,,,,,,,,,,,,,,,,
24,J8C,4260 ,127782000 ,2460 ,24874000 ,1290 ,11274000 ,,,,,,,,,,,,,,,,,
24,J8E,4650 ,167531000 ,2740 ,31409000 ,1250 ,12175000 ,,,,,,,,,,,,,,,,,
24,J8G,2700 ,69627000 ,1520 ,13805000 ,790 ,5277000 ,,,,,,,,,,,,,,,,,
24,J8H,4830 ,131268000 ,2710 ,25864000 ,1480 ,11022000 ,,,,,,,,,,,,,,,,,
24,J8L,6810 ,167968000 ,4100 ,36059000 ,2350 ,18126000 ,,,,,,,,,,,,,,,,,
24,J8M,3990 ,67359000 ,2480 ,19169000 ,1610 ,10975000 ,,,,,,,,,,,,,,,,,
24,J8N,4300 ,86047000 ,2520 ,22022000 ,1510 ,11849000 ,,,,,,,,,,,,,,,,,
24,J8P,11550 ,238558000 ,6990 ,57618000 ,4050 ,28362000 ,,,,,,,,,,,,,,,,,
24,J8R,10730 ,231829000 ,6760 ,58386000 ,3770 ,28877000 ,,,,,,,,,,,,,,,,,
24,J8T,15800 ,466121000 ,9580 ,88103000 ,4810 ,40303000 ,,,,,,,,,,,,,,,,,
24,J8V,11260 ,297295000 ,7010 ,68309000 ,3430 ,29763000 ,,,,,,,,,,,,,,,,,
24,J8X,3130 ,71423000 ,1960 ,18697000 ,1030 ,8879000 ,,,,,,,,,,,,,,,,,
24,J8Y,8460 ,208688000 ,5250 ,45253000 ,2740 ,20672000 ,,,,,,,,,,,,,,,,,
24,J8Z,5950 ,163981000 ,3880 ,37118000 ,1900 ,16020000 ,,,,,,,,,,,,,,,,,
24,J9A,9770 ,292207000 ,6390 ,59315000 ,3010 ,27733000 ,,,,,,,,,,,,,,,,,
24,J9B,3590 ,125458000 ,2150 ,24199000 ,880 ,11014000 ,,,,,,,,,,,,,,,,,
24,J9E,2040 ,52854000 ,1090 ,9420000 ,600 ,4404000 ,,,,,,,,,,,,,,,,,
24,J9H,12620 ,329560000 ,7720 ,71440000 ,3960 ,32318000 ,,,,,,,,,,,,,,,,,
24,J9J,15140 ,334260000 ,9610 ,88855000 ,5050 ,40898000 ,,,,,,,,,,,,,,,,,
24,J9L,4770 ,130467000 ,2690 ,26286000 ,1530 ,11993000 ,,,,,,,,,,,,,,,,,
24,J9P,12600 ,324423000 ,7620 ,65185000 ,3880 ,30779000 ,,,,,,,,,,,,,,,,,
24,J9T,4930 ,133279000 ,2980 ,24432000 ,1540 ,12549000 ,,,,,,,,,,,,,,,,,
24,J9V,1460 ,47660000 ,910 ,7877000 ,440 ,3501000 ,,,,,,,,,,,,,,,,,
24,J9X,9030 ,265832000 ,5350 ,47811000 ,2690 ,23400000 ,,,,,,,,,,,,,,,,,
24,J9Y,3870 ,93544000 ,2260 ,19369000 ,1110 ,8058000 ,,,,,,,,,,,,,,,,,
24,J9Z,3110 ,92124000 ,1820 ,15658000 ,970 ,7857000 ,,,,,,,,,,,,,,,,,
TOTAL,,3362850 ,95725905000 ,2071740 ,19297979000 ,1009870 ,8400930000 ,,,,,,,,,,,,,,,,,
35,K0A,48040 ,1329629000 ,28140 ,262431000 ,12980 ,113174000 ,,,,,,,,,,,,,,,,,
35,K0B,8580 ,247497000 ,4900 ,43847000 ,2540 ,20367000 ,,,,,,,,,,,,,,,,,
35,K0C,22210 ,625362000 ,13060 ,111579000 ,6300 ,49445000 ,,,,,,,,,,,,,,,,,
35,K0E,15470 ,409604000 ,8900 ,74994000 ,4510 ,36008000 ,,,,,,,,,,,,,,,,,
35,K0G,17000 ,488553000 ,9930 ,92795000 ,4770 ,41261000 ,,,,,,,,,,,,,,,,,
35,K0H,18310 ,557503000 ,10470 ,98728000 ,4750 ,44121000 ,,,,,,,,,,,,,,,,,
35,K0J,13350 ,413620000 ,7560 ,69225000 ,3500 ,31204000 ,,,,,,,,,,,,,,,,,
35,K0K,47380 ,1345240000 ,27080 ,243036000 ,13040 ,109850000 ,,,,,,,,,,,,,,,,,
35,K0L,31890 ,946672000 ,18040 ,164311000 ,9010 ,77096000 ,,,,,,,,,,,,,,,,,
35,K0M,23050 ,709495000 ,12950 ,122688000 ,6220 ,53467000 ,,,,,,,,,,,,,,,,,
35,K1A,50 ,1933000 ,30 ,469000 ,20 ,426000 ,,,,,,,,,,,,,,,,,
35,K1B,7460 ,215773000 ,4770 ,39993000 ,2110 ,17023000 ,,,,,,,,,,,,,,,,,
35,K1C,18840 ,635110000 ,11820 ,113052000 ,4820 ,44037000 ,,,,,,,,,,,,,,,,,
35,K1E,7200 ,214438000 ,4520 ,39287000 ,1950 ,16790000 ,,,,,,,,,,,,,,,,,
35,K1G,14920 ,464031000 ,9410 ,86798000 ,4000 ,38748000 ,,,,,,,,,,,,,,,,,
35,K1H,8270 ,331404000 ,5100 ,52969000 ,1750 ,20137000 ,,,,,,,,,,,,,,,,,
35,K1J,12360 ,388559000 ,7760 ,71558000 ,3360 ,31057000 ,,,,,,,,,,,,,,,,,
35,K1K,12880 ,385732000 ,8000 ,74642000 ,3690 ,33408000 ,,,,,,,,,,,,,,,,,
35,K1L,6840 ,181831000 ,4150 ,37551000 ,2010 ,16852000 ,,,,,,,,,,,,,,,,,
35,K1M,3730 ,175456000 ,2250 ,25976000 ,690 ,9545000 ,,,,,,,,,,,,,,,,,
35,K1N,10880 ,366265000 ,7010 ,71063000 ,2930 ,29239000 ,,,,,,,,,,,,,,,,,
35,K1P,440 ,16413000 ,290 ,3386000 ,110 ,1594000 ,,,,,,,,,,,,,,,,,
35,K1R,8930 ,260629000 ,5890 ,59182000 ,2620 ,26708000 ,,,,,,,,,,,,,,,,,
35,K1S,15520 ,635336000 ,10000 ,110229000 ,3350 ,41505000 ,,,,,,,,,,,,,,,,,
35,K1T,15360 ,386887000 ,9560 ,88413000 ,4390 ,40933000 ,,,,,,,,,,,,,,,,,
35,K1V,22970 ,702201000 ,14500 ,131516000 ,6220 ,55688000 ,,,,,,,,,,,,,,,,,
35,K1W,6130 ,164724000 ,3810 ,40800000 ,1810 ,19306000 ,,,,,,,,,,,,,,,,,
35,K1X,1730 ,40584000 ,1040 ,12431000 ,520 ,6038000 ,,,,,,,,,,,,,,,,,
35,K1Y,10660 ,400200000 ,6840 ,73558000 ,2510 ,27674000 ,,,,,,,,,,,,,,,,,
35,K1Z,9600 ,294159000 ,6000 ,57521000 ,2470 ,23180000 ,,,,,,,,,,,,,,,,,
35,K2A,9260 ,402374000 ,5660 ,63035000 ,1820 ,22346000 ,,,,,,,,,,,,,,,,,
35,K2B,13300 ,403935000 ,8500 ,74411000 ,3750 ,30714000 ,,,,,,,,,,,,,,,,,
35,K2C,13060 ,414737000 ,8050 ,76628000 ,3320 ,32349000 ,,,,,,,,,,,,,,,,,
35,K2E,8880 ,316419000 ,5580 ,53923000 ,2120 ,20107000 ,,,,,,,,,,,,,,,,,
35,K2G,23260 ,775382000 ,14600 ,142564000 ,5740 ,55579000 ,,,,,,,,,,,,,,,,,
35,K2H,13230 ,481258000 ,8200 ,80796000 ,3170 ,30573000 ,,,,,,,,,,,,,,,,,
35,K2J,34180 ,898665000 ,21540 ,220413000 ,9660 ,93438000 ,,,,,,,,,,,,,,,,,
35,K2K,12600 ,507203000 ,7980 ,88463000 ,2790 ,31129000 ,,,,,,,,,,,,,,,,,
35,K2L,8820 ,266960000 ,5510 ,50817000 ,2340 ,19888000 ,,,,,,,,,,,,,,,,,
35,K2M,13490 ,400436000 ,8570 ,88165000 ,3500 ,36380000 ,,,,,,,,,,,,,,,,,
35,K2P,8720 ,271591000 ,5800 ,55825000 ,2500 ,24410000 ,,,,,,,,,,,,,,,,,
35,K2R,700 ,34783000 ,420 ,4912000 ,110 ,1575000 ,,,,,,,,,,,,,,,,,
35,K2S,17980 ,551679000 ,11220 ,119472000 ,4700 ,47660000 ,,,,,,,,,,,,,,,,,
35,K2T,5520 ,201646000 ,3530 ,43515000 ,1260 ,17752000 ,,,,,,,,,,,,,,,,,
35,K2V,3590 ,79479000 ,2260 ,26222000 ,1170 ,12412000 ,,,,,,,,,,,,,,,,,
35,K2W,3750 ,128328000 ,2350 ,26239000 ,890 ,9162000 ,,,,,,,,,,,,,,,,,
35,K4A,27370 ,672116000 ,17260 ,162094000 ,8210 ,73562000 ,,,,,,,,,,,,,,,,,
35,K4B,2210 ,71374000 ,1270 ,14666000 ,520 ,5152000 ,,,,,,,,,,,,,,,,,
35,K4C,2130 ,74332000 ,1260 ,13637000 ,490 ,5073000 ,,,,,,,,,,,,,,,,,
35,K4K,6820 ,170825000 ,4010 ,40148000 ,2100 ,18971000 ,,,,,,,,,,,,,,,,,
35,K4M,7210 ,270739000 ,4330 ,53017000 ,1690 ,24308000 ,,,,,,,,,,,,,,,,,
35,K4P,4860 ,148454000 ,2770 ,29135000 ,1130 ,12471000 ,,,,,,,,,,,,,,,,,
35,K4R,3860 ,105267000 ,2350 ,22607000 ,1080 ,9634000 ,,,,,,,,,,,,,,,,,
35,K6A,4940 ,141583000 ,2850 ,24141000 ,1600 ,12973000 ,,,,,,,,,,,,,,,,,
35,K6H,10780 ,292922000 ,6330 ,51646000 ,3320 ,24490000 ,,,,,,,,,,,,,,,,,
35,K6J,6200 ,155790000 ,3680 ,28114000 ,2020 ,13487000 ,,,,,,,,,,,,,,,,,
35,K6K,1360 ,35628000 ,800 ,6527000 ,420 ,3048000 ,,,,,,,,,,,,,,,,,
35,K6T,300 ,9056000 ,180 ,1611000 ,90 ,708000 ,,,,,,,,,,,,,,,,,
35,K6V,11500 ,372807000 ,6800 ,60241000 ,3050 ,25919000 ,,,,,,,,,,,,,,,,,
35,K7A,6560 ,153486000 ,3820 ,30122000 ,1980 ,14977000 ,,,,,,,,,,,,,,,,,
35,K7C,8330 ,214046000 ,4880 ,44296000 ,2430 ,19091000 ,,,,,,,,,,,,,,,,,
35,K7G,3730 ,114938000 ,2080 ,19519000 ,1010 ,9003000 ,,,,,,,,,,,,,,,,,
35,K7H,7500 ,264722000 ,4340 ,43210000 ,1910 ,18035000 ,,,,,,,,,,,,,,,,,
35,K7K,11290 ,281537000 ,6780 ,57510000 ,3370 ,26159000 ,,,,,,,,,,,,,,,,,
35,K7L,8170 ,336305000 ,5000 ,49853000 ,1740 ,18121000 ,,,,,,,,,,,,,,,,,
35,K7M,20230 ,661487000 ,12290 ,109961000 ,5430 ,48711000 ,,,,,,,,,,,,,,,,,
35,K7N,2970 ,63531000 ,1750 ,14086000 ,910 ,7067000 ,,,,,,,,,,,,,,,,,
35,K7P,10640 ,324722000 ,6570 ,62480000 ,2890 ,26937000 ,,,,,,,,,,,,,,,,,
35,K7R,5950 ,168741000 ,3430 ,29347000 ,1760 ,13087000 ,,,,,,,,,,,,,,,,,
35,K7S,5960 ,171155000 ,3620 ,33275000 ,1850 ,16169000 ,,,,,,,,,,,,,,,,,
35,K7V,5370 ,158212000 ,3160 ,27639000 ,1570 ,12545000 ,,,,,,,,,,,,,,,,,
35,K8A,9890 ,283154000 ,5940 ,52311000 ,2900 ,25046000 ,,,,,,,,,,,,,,,,,
35,K8B,210 ,6758000 ,130 ,1204000 ,60 ,655000 ,,,,,,,,,,,,,,,,,
35,K8H,5970 ,117815000 ,3940 ,31516000 ,2170 ,17216000 ,,,,,,,,,,,,,,,,,
35,K8N,13250 ,410395000 ,7770 ,72011000 ,3480 ,31814000 ,,,,,,,,,,,,,,,,,
35,K8P,8040 ,218215000 ,4550 ,36029000 ,2320 ,17560000 ,,,,,,,,,,,,,,,,,
35,K8R,810 ,20406000 ,490 ,3601000 ,220 ,1668000 ,,,,,,,,,,,,,,,,,
35,K8V,10720 ,267974000 ,6390 ,53823000 ,3210 ,24754000 ,,,,,,,,,,,,,,,,,
35,K9A,12620 ,429684000 ,7360 ,71526000 ,3290 ,33297000 ,,,,,,,,,,,,,,,,,
35,K9H,11060 ,322620000 ,6400 ,54994000 ,3180 ,25559000 ,,,,,,,,,,,,,,,,,
35,K9J,17390 ,505424000 ,9910 ,86651000 ,4810 ,40124000 ,,,,,,,,,,,,,,,,,
35,K9K,6390 ,227276000 ,3830 ,38710000 ,1650 ,16108000 ,,,,,,,,,,,,,,,,,
35,K9L,3470 ,110801000 ,2060 ,18682000 ,900 ,9844000 ,,,,,,,,,,,,,,,,,
35,K9V,11680 ,351706000 ,6660 ,60511000 ,3290 ,27264000 ,,,,,,,,,,,,,,,,,
