Summary Statistics of TFSA by FSA,,,,Contributions,,Withdrawals,,,,,,,,,,,,,,,,,,
PRUID,FSA,Number of Holders,FMV,(#),($),(#),($),,,,,,,,,,,,,,,,,
35,M6S,17290 ,613520000 ,10420 ,112993000 ,3960 ,45183000 ,,,,,,,,,,,,,,,,,
35,M7A,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
35,M8V,19970 ,514941000 ,12470 ,123720000 ,6070 ,59376000 ,,,,,,,,,,,,,,,,,
35,M8W,10550 ,283185000 ,6360 ,61945000 ,2910 ,29180000 ,,,,,,,,,,,,,,,,,
35,M8X,6460 ,323506000 ,3950 ,44941000 ,1100 ,18095000 ,,,,,,,,,,,,,,,,,
35,M8Y,10350 ,311091000 ,6310 ,67119000 ,2750 ,29364000 ,,,,,,,,,,,,,,,,,
35,M8Z,9500 ,309131000 ,5830 ,62548000 ,2420 ,26707000 ,,,,,,,,,,,,,,,,,
35,M9A,18480 ,669647000 ,11350 ,113880000 ,4440 ,47359000 ,,,,,,,,,,,,,,,,,
35,M9B,17160 ,548474000 ,10420 ,104371000 ,4220 ,44360000 ,,,,,,,,,,,,,,,,,
35,M9C,19400 ,591401000 ,11920 ,110100000 ,5170 ,48842000 ,,,,,,,,,,,,,,,,,
35,M9L,5030 ,100184000 ,3100 ,24119000 ,1610 ,13058000 ,,,,,,,,,,,,,,,,,
35,M9M,10280 ,168244000 ,6630 ,46264000 ,3680 ,25690000 ,,,,,,,,,,,,,,,,,
35,M9N,10900 ,189893000 ,6980 ,49547000 ,3980 ,26096000 ,,,,,,,,,,,,,,,,,
35,M9P,9980 ,301191000 ,5880 ,54103000 ,2640 ,25113000 ,,,,,,,,,,,,,,,,,
35,M9R,14910 ,362958000 ,9260 ,72372000 ,4530 ,33531000 ,,,,,,,,,,,,,,,,,
35,M9V,21720 ,342016000 ,14180 ,99232000 ,7510 ,53000000 ,,,,,,,,,,,,,,,,,
35,M9W,18310 ,359270000 ,11650 ,91110000 ,5870 ,43100000 ,,,,,,,,,,,,,,,,,
35,N0A,15320 ,427063000 ,8810 ,79550000 ,4370 ,37064000 ,,,,,,,,,,,,,,,,,
35,N0B,38590 ,1248721000 ,22950 ,232597000 ,9610 ,96380000 ,,,,,,,,,,,,,,,,,
35,N0C,6530 ,170204000 ,3660 ,30238000 ,1900 ,16194000 ,,,,,,,,,,,,,,,,,
35,N0E,15230 ,452836000 ,8970 ,80132000 ,4120 ,34880000 ,,,,,,,,,,,,,,,,,
35,N0G,33680 ,967925000 ,19850 ,171268000 ,9230 ,75354000 ,,,,,,,,,,,,,,,,,
35,N0H,24620 ,861015000 ,14220 ,147952000 ,6180 ,64248000 ,,,,,,,,,,,,,,,,,
35,N0J,12920 ,340962000 ,7630 ,65176000 ,3640 ,31274000 ,,,,,,,,,,,,,,,,,
35,N0K,10150 ,303565000 ,6100 ,54387000 ,2690 ,22490000 ,,,,,,,,,,,,,,,,,
35,N0L,22380 ,663108000 ,13500 ,122318000 ,5990 ,52509000 ,,,,,,,,,,,,,,,,,
35,N0M,30970 ,997432000 ,18470 ,176048000 ,7880 ,72727000 ,,,,,,,,,,,,,,,,,
35,N0N,18890 ,624220000 ,11470 ,105182000 ,4850 ,43331000 ,,,,,,,,,,,,,,,,,
35,N0P,22010 ,657551000 ,13170 ,108876000 ,5880 ,46676000 ,,,,,,,,,,,,,,,,,
35,N0R,21280 ,583327000 ,13000 ,115782000 ,5830 ,47989000 ,,,,,,,,,,,,,,,,,
35,N1A,4750 ,119701000 ,2650 ,21239000 ,1380 ,11399000 ,,,,,,,,,,,,,,,,,
35,N1C,2020 ,66409000 ,1270 ,13412000 ,470 ,4528000 ,,,,,,,,,,,,,,,,,
35,N1E,18790 ,461968000 ,11550 ,95109000 ,5850 ,45347000 ,,,,,,,,,,,,,,,,,
35,N1G,13110 ,442926000 ,8190 ,83749000 ,3380 ,34129000 ,,,,,,,,,,,,,,,,,
35,N1H,18400 ,510974000 ,11170 ,100185000 ,5480 ,46546000 ,,,,,,,,,,,,,,,,,
35,N1K,4920 ,113385000 ,3230 ,28584000 ,1580 ,13817000 ,,,,,,,,,,,,,,,,,
35,N1L,7100 ,196992000 ,4420 ,45960000 ,1960 ,18764000 ,,,,,,,,,,,,,,,,,
35,N1M,8000 ,214525000 ,4770 ,43080000 ,2450 ,20843000 ,,,,,,,,,,,,,,,,,
35,N1P,2860 ,55406000 ,1770 ,14386000 ,990 ,7492000 ,,,,,,,,,,,,,,,,,
35,N1R,15700 ,371920000 ,9190 ,72895000 ,4940 ,37110000 ,,,,,,,,,,,,,,,,,
35,N1S,8190 ,220517000 ,4940 ,41925000 ,2470 ,18562000 ,,,,,,,,,,,,,,,,,
35,N1T,7560 ,193266000 ,4690 ,44657000 ,2190 ,19612000 ,,,,,,,,,,,,,,,,,
35,N2A,13410 ,367240000 ,8220 ,76262000 ,3850 ,33689000 ,,,,,,,,,,,,,,,,,
35,N2B,7490 ,206682000 ,4590 ,37859000 ,2180 ,18170000 ,,,,,,,,,,,,,,,,,
35,N2C,6460 ,140517000 ,4080 ,30728000 ,2280 ,16397000 ,,,,,,,,,,,,,,,,,
35,N2E,14870 ,300591000 ,9450 ,74600000 ,5110 ,39841000 ,,,,,,,,,,,,,,,,,
35,N2G,6040 ,159636000 ,3710 ,34960000 ,1900 ,17874000 ,,,,,,,,,,,,,,,,,
35,N2H,9300 ,237393000 ,5720 ,48749000 ,2840 ,22661000 ,,,,,,,,,,,,,,,,,
35,N2J,8930 ,289907000 ,5630 ,52715000 ,2450 ,23790000 ,,,,,,,,,,,,,,,,,
35,N2K,13860 ,450611000 ,8660 ,90353000 ,3570 ,37694000 ,,,,,,,,,,,,,,,,,
35,N2L,14140 ,468519000 ,9130 ,88029000 ,3700 ,35914000 ,,,,,,,,,,,,,,,,,
35,N2M,13530 ,321145000 ,8400 ,69942000 ,4380 ,33638000 ,,,,,,,,,,,,,,,,,
35,N2N,11480 ,299658000 ,7170 ,62763000 ,3280 ,29290000 ,,,,,,,,,,,,,,,,,
35,N2P,10010 ,267912000 ,6170 ,60050000 ,2840 ,27900000 ,,,,,,,,,,,,,,,,,
35,N2R,6390 ,116594000 ,4060 ,37252000 ,2130 ,18099000 ,,,,,,,,,,,,,,,,,
35,N2T,10230 ,359401000 ,6500 ,68002000 ,2450 ,26821000 ,,,,,,,,,,,,,,,,,
35,N2V,8890 ,274247000 ,5560 ,59044000 ,2240 ,25026000 ,,,,,,,,,,,,,,,,,
35,N2Z,6140 ,223550000 ,3680 ,36637000 ,1470 ,31393000 ,,,,,,,,,,,,,,,,,
35,N3A,8060 ,267341000 ,5130 ,47764000 ,2160 ,19986000 ,,,,,,,,,,,,,,,,,
35,N3B,5660 ,178521000 ,3470 ,31211000 ,1400 ,13260000 ,,,,,,,,,,,,,,,,,
35,N3C,11170 ,259213000 ,6770 ,62059000 ,3500 ,30284000 ,,,,,,,,,,,,,,,,,
35,N3E,840 ,16054000 ,540 ,6043000 ,290 ,2818000 ,,,,,,,,,,,,,,,,,
35,N3H,9410 ,212543000 ,5710 ,46931000 ,3130 ,24084000 ,,,,,,,,,,,,,,,,,
35,N3L,7260 ,191820000 ,4310 ,38525000 ,2220 ,18172000 ,,,,,,,,,,,,,,,,,
35,N3P,3300 ,73990000 ,1980 ,15784000 ,1080 ,8010000 ,,,,,,,,,,,,,,,,,
35,N3R,15190 ,438260000 ,9000 ,78016000 ,4540 ,35742000 ,,,,,,,,,,,,,,,,,
35,N3S,8570 ,153649000 ,5030 ,35953000 ,2970 ,21301000 ,,,,,,,,,,,,,,,,,
35,N3T,13190 ,309696000 ,7950 ,68933000 ,4180 ,33795000 ,,,,,,,,,,,,,,,,,
35,N3V,670 ,15869000 ,390 ,2974000 ,200 ,1245000 ,,,,,,,,,,,,,,,,,
35,N3W,6100 ,151636000 ,3570 ,31686000 ,1750 ,14291000 ,,,,,,,,,,,,,,,,,
35,N3Y,9860 ,303619000 ,5850 ,51276000 ,2700 ,22849000 ,,,,,,,,,,,,,,,,,
35,N4B,3340 ,90252000 ,1980 ,16417000 ,1030 ,7566000 ,,,,,,,,,,,,,,,,,
35,N4G,9130 ,287860000 ,5570 ,49780000 ,2610 ,22161000 ,,,,,,,,,,,,,,,,,
35,N4K,12200 ,398643000 ,7190 ,64286000 ,3330 ,27305000 ,,,,,,,,,,,,,,,,,
35,N4L,3940 ,133831000 ,2320 ,22473000 ,1120 ,10803000 ,,,,,,,,,,,,,,,,,
35,N4N,4590 ,156948000 ,2680 ,25007000 ,1250 ,11089000 ,,,,,,,,,,,,,,,,,
35,N4S,13470 ,341568000 ,8200 ,65893000 ,4300 ,31181000 ,,,,,,,,,,,,,,,,,
35,N4T,6080 ,168150000 ,3730 ,35986000 ,1860 ,16388000 ,,,,,,,,,,,,,,,,,
35,N4V,1410 ,40686000 ,860 ,7901000 ,470 ,3777000 ,,,,,,,,,,,,,,,,,
35,N4W,5550 ,164062000 ,3430 ,29394000 ,1630 ,14096000 ,,,,,,,,,,,,,,,,,
35,N4X,4730 ,146589000 ,2890 ,26198000 ,1320 ,10186000 ,,,,,,,,,,,,,,,,,
35,N4Z,1050 ,31522000 ,650 ,5543000 ,300 ,2082000 ,,,,,,,,,,,,,,,,,
35,N5A,15140 ,482290000 ,9050 ,81188000 ,4160 ,35231000 ,,,,,,,,,,,,,,,,,
35,N5C,6330 ,154239000 ,3800 ,32575000 ,2090 ,14910000 ,,,,,,,,,,,,,,,,,
35,N5H,5340 ,128041000 ,3250 ,27857000 ,1550 ,11934000 ,,,,,,,,,,,,,,,,,
35,N5L,1790 ,59344000 ,1050 ,10358000 ,550 ,5725000 ,,,,,,,,,,,,,,,,,
35,N5P,7880 ,195212000 ,4850 ,39489000 ,2500 ,18044000 ,,,,,,,,,,,,,,,,,
35,N5R,12000 ,309614000 ,7300 ,62413000 ,3840 ,29319000 ,,,,,,,,,,,,,,,,,
35,N5V,11270 ,221365000 ,7170 ,52000000 ,3970 ,26743000 ,,,,,,,,,,,,,,,,,
35,N5W,8940 ,177839000 ,5430 ,38171000 ,3130 ,21185000 ,,,,,,,,,,,,,,,,,
35,N5X,16230 ,530641000 ,10290 ,103667000 ,4220 ,43332000 ,,,,,,,,,,,,,,,,,
35,N5Y,11840 ,248129000 ,7460 ,55863000 ,3960 ,27944000 ,,,,,,,,,,,,,,,,,
35,N5Z,8070 ,146443000 ,5050 ,35178000 ,3060 ,19828000 ,,,,,,,,,,,,,,,,,
35,N6A,5340 ,180737000 ,3400 ,31969000 ,1460 ,13574000 ,,,,,,,,,,,,,,,,,
35,N6B,3810 ,80239000 ,2450 ,19162000 ,1440 ,9813000 ,,,,,,,,,,,,,,,,,
35,N6C,13790 ,373564000 ,8780 ,71890000 ,4350 ,33149000 ,,,,,,,,,,,,,,,,,
35,N6E,9740 ,193955000 ,6320 ,47440000 ,3650 ,25118000 ,,,,,,,,,,,,,,,,,
35,N6G,20370 ,645122000 ,12710 ,127346000 ,5340 ,55148000 ,,,,,,,,,,,,,,,,,
35,N6H,18310 ,586192000 ,11400 ,107311000 ,5010 ,46166000 ,,,,,,,,,,,,,,,,,
35,N6J,11790 ,318591000 ,7390 ,59238000 ,3950 ,29017000 ,,,,,,,,,,,,,,,,,
35,N6K,18420 ,668781000 ,11720 ,115879000 ,4940 ,48069000 ,,,,,,,,,,,,,,,,,
35,N6L,1770 ,35740000 ,1140 ,10364000 ,610 ,6079000 ,,,,,,,,,,,,,,,,,
35,N6M,3130 ,64720000 ,1990 ,16296000 ,1040 ,8098000 ,,,,,,,,,,,,,,,,,
35,N6N,320 ,10857000 ,180 ,1802000 ,70 ,637000 ,,,,,,,,,,,,,,,,,
35,N6P,5050 ,170788000 ,3190 ,34892000 ,1390 ,15198000 ,,,,,,,,,,,,,,,,,
35,N7A,5990 ,213042000 ,3510 ,33771000 ,1590 ,15670000 ,,,,,,,,,,,,,,,,,
35,N7G,8530 ,246164000 ,5150 ,45093000 ,2460 ,22045000 ,,,,,,,,,,,,,,,,,
35,N7L,10360 ,306633000 ,6390 ,52582000 ,2950 ,23168000 ,,,,,,,,,,,,,,,,,
35,N7M,9660 ,284205000 ,5860 ,49348000 ,2580 ,20074000 ,,,,,,,,,,,,,,,,,
35,N7S,12150 ,402710000 ,7440 ,69485000 ,3120 ,29247000 ,,,,,,,,,,,,,,,,,
35,N7T,8780 ,242233000 ,5080 ,43875000 ,2550 ,20263000 ,,,,,,,,,,,,,,,,,
35,N7V,5790 ,216798000 ,3500 ,34736000 ,1500 ,14072000 ,,,,,,,,,,,,,,,,,
35,N7W,1560 ,65582000 ,930 ,9168000 ,360 ,4259000 ,,,,,,,,,,,,,,,,,
35,N7X,700 ,33998000 ,440 ,4272000 ,120 ,1551000 ,,,,,,,,,,,,,,,,,
35,N8A,4900 ,125822000 ,2900 ,23846000 ,1510 ,11183000 ,,,,,,,,,,,,,,,,,
35,N8H,9550 ,273771000 ,5530 ,47402000 ,2660 ,21696000 ,,,,,,,,,,,,,,,,,
35,N8M,5020 ,125199000 ,2940 ,25107000 ,1450 ,11051000 ,,,,,,,,,,,,,,,,,
35,N8N,12130 ,407003000 ,7440 ,73170000 ,2910 ,27911000 ,,,,,,,,,,,,,,,,,
35,N8P,6430 ,204523000 ,4060 ,36915000 ,1740 ,17270000 ,,,,,,,,,,,,,,,,,
35,N8R,4880 ,111850000 ,3030 ,22688000 ,1500 ,9792000 ,,,,,,,,,,,,,,,,,
35,N8S,9520 ,262346000 ,5800 ,45725000 ,2890 ,22932000 ,,,,,,,,,,,,,,,,,
35,N8T,5990 ,125529000 ,3560 ,25422000 ,1930 ,13081000 ,,,,,,,,,,,,,,,,,
35,N8V,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
35,N8W,9520 ,201327000 ,5800 ,42283000 ,3020 ,20233000 ,,,,,,,,,,,,,,,,,
35,N8X,5370 ,105412000 ,3270 ,23871000 ,1820 ,11536000 ,,,,,,,,,,,,,,,,,
35,N8Y,6840 ,155704000 ,4060 ,30995000 ,2190 ,14765000 ,,,,,,,,,,,,,,,,,
35,N9A,6870 ,114015000 ,4050 ,27950000 ,2250 ,14028000 ,,,,,,,,,,,,,,,,,
35,N9B,5540 ,102836000 ,3470 ,25160000 ,1660 ,11911000 ,,,,,,,,,,,,,,,,,
35,N9C,3330 ,47636000 ,2040 ,13766000 ,1180 ,6451000 ,,,,,,,,,,,,,,,,,
35,N9E,9400 ,300364000 ,5870 ,54902000 ,2350 ,22242000 ,,,,,,,,,,,,,,,,,
35,N9G,8540 ,262024000 ,5340 ,52159000 ,2170 ,21072000 ,,,,,,,,,,,,,,,,,
35,N9H,6030 ,214890000 ,3690 ,35937000 ,1390 ,14451000 ,,,,,,,,,,,,,,,,,
35,N9J,9230 ,284167000 ,5760 ,54828000 ,2340 ,20569000 ,,,,,,,,,,,,,,,,,
35,N9K,1220 ,39690000 ,760 ,6520000 ,280 ,2481000 ,,,,,,,,,,,,,,,,,
35,N9V,9430 ,272580000 ,5820 ,55025000 ,2750 ,23353000 ,,,,,,,,,,,,,,,,,
35,N9Y,6890 ,208873000 ,3950 ,35361000 ,1780 ,15445000 ,,,,,,,,,,,,,,,,,
35,P0A,6860 ,197019000 ,3760 ,34568000 ,1930 ,16899000 ,,,,,,,,,,,,,,,,,
35,P0B,3950 ,117880000 ,2220 ,22054000 ,1020 ,9123000 ,,,,,,,,,,,,,,,,,
35,P0C,1660 ,54331000 ,920 ,11070000 ,430 ,5044000 ,,,,,,,,,,,,,,,,,
35,P0E,1370 ,41062000 ,790 ,7388000 ,380 ,4009000 ,,,,,,,,,,,,,,,,,
35,P0G,1390 ,46709000 ,780 ,7380000 ,370 ,3314000 ,,,,,,,,,,,,,,,,,
35,P0H,11860 ,315019000 ,6620 ,57738000 ,3450 ,29751000 ,,,,,,,,,,,,,,,,,
35,P0J,7960 ,215492000 ,4410 ,38195000 ,2040 ,15371000 ,,,,,,,,,,,,,,,,,
35,P0K,4160 ,102318000 ,2250 ,18218000 ,1220 ,9485000 ,,,,,,,,,,,,,,,,,
35,P0L,7680 ,175085000 ,4050 ,31881000 ,2110 ,14786000 ,,,,,,,,,,,,,,,,,
35,P0M,18700 ,458672000 ,10860 ,85180000 ,5680 ,43136000 ,,,,,,,,,,,,,,,,,
35,P0N,3590 ,77722000 ,2160 ,16652000 ,1180 ,7925000 ,,,,,,,,,,,,,,,,,
35,P0P,6150 ,163087000 ,3340 ,28556000 ,1770 ,15256000 ,,,,,,,,,,,,,,,,,
35,P0R,4780 ,126971000 ,2680 ,22242000 ,1290 ,11655000 ,,,,,,,,,,,,,,,,,
35,P0S,3580 ,86847000 ,2000 ,15317000 ,960 ,7448000 ,,,,,,,,,,,,,,,,,
35,P0T,11230 ,261476000 ,6270 ,45935000 ,3170 ,21909000 ,,,,,,,,,,,,,,,,,
35,P0V,4730 ,73899000 ,2200 ,15897000 ,1190 ,8021000 ,,,,,,,,,,,,,,,,,
35,P0W,2260 ,49614000 ,1140 ,8717000 ,550 ,4118000 ,,,,,,,,,,,,,,,,,
35,P0X,2180 ,62977000 ,1150 ,10745000 ,520 ,4579000 ,,,,,,,,,,,,,,,,,
35,P0Y,40 ,1785000 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
35,P1A,6690 ,180050000 ,3830 ,29874000 ,2070 ,14730000 ,,,,,,,,,,,,,,,,,
35,P1B,12460 ,326665000 ,7210 ,58390000 ,3760 ,28835000 ,,,,,,,,,,,,,,,,,
35,P1C,1700 ,59107000 ,1040 ,9985000 ,440 ,4862000 ,,,,,,,,,,,,,,,,,
35,P1H,7880 ,245281000 ,4420 ,40944000 ,2100 ,20620000 ,,,,,,,,,,,,,,,,,
35,P1L,7580 ,235585000 ,4350 ,42019000 ,2060 ,18814000 ,,,,,,,,,,,,,,,,,
35,P1P,4010 ,121875000 ,2310 ,21984000 ,1190 ,9191000 ,,,,,,,,,,,,,,,,,
35,P2A,5850 ,179739000 ,3390 ,30078000 ,1510 ,12460000 ,,,,,,,,,,,,,,,,,
35,P2B,3280 ,95343000 ,1720 ,15890000 ,910 ,8192000 ,,,,,,,,,,,,,,,,,
35,P2N,2440 ,57342000 ,1410 ,10709000 ,740 ,5403000 ,,,,,,,,,,,,,,,,,
35,P3A,10140 ,318043000 ,6100 ,52442000 ,2820 ,24162000 ,,,,,,,,,,,,,,,,,
35,P3B,5800 ,150215000 ,3450 ,28085000 ,1780 ,13756000 ,,,,,,,,,,,,,,,,,
35,P3C,5110 ,102709000 ,2940 ,20134000 ,1690 ,11970000 ,,,,,,,,,,,,,,,,,
35,P3E,13250 ,482627000 ,7930 ,77070000 ,3170 ,29164000 ,,,,,,,,,,,,,,,,,
35,P3G,2020 ,68722000 ,1160 ,11901000 ,450 ,5217000 ,,,,,,,,,,,,,,,,,
35,P3L,3060 ,71582000 ,1830 ,14533000 ,950 ,7227000 ,,,,,,,,,,,,,,,,,
35,P3N,3330 ,79380000 ,1940 ,15443000 ,950 ,7419000 ,,,,,,,,,,,,,,,,,
35,P3P,6100 ,137477000 ,3590 ,26530000 ,1810 ,13520000 ,,,,,,,,,,,,,,,,,
35,P3Y,3520 ,104522000 ,2170 ,19033000 ,1000 ,8488000 ,,,,,,,,,,,,,,,,,
35,P4N,8770 ,226318000 ,4930 ,41559000 ,2560 ,20171000 ,,,,,,,,,,,,,,,,,
35,P4P,1220 ,30760000 ,750 ,6218000 ,360 ,3037000 ,,,,,,,,,,,,,,,,,
35,P4R,1790 ,51357000 ,1060 ,11046000 ,460 ,3853000 ,,,,,,,,,,,,,,,,,
35,P5A,4520 ,113565000 ,2660 ,20595000 ,1570 ,12864000 ,,,,,,,,,,,,,,,,,
35,P5E,1900 ,53305000 ,1160 ,9307000 ,590 ,4885000 ,,,,,,,,,,,,,,,,,
35,P5N,3180 ,84933000 ,1870 ,15329000 ,980 ,6272000 ,,,,,,,,,,,,,,,,,
35,P6A,13270 ,393840000 ,7890 ,64398000 ,3530 ,28662000 ,,,,,,,,,,,,,,,,,
35,P6B,9050 ,287140000 ,5330 ,45544000 ,2360 ,20798000 ,,,,,,,,,,,,,,,,,
35,P6C,6560 ,166693000 ,3770 ,27898000 ,1920 ,13310000 ,,,,,,,,,,,,,,,,,
35,P7A,11600 ,332828000 ,6730 ,54102000 ,3170 ,23730000 ,,,,,,,,,,,,,,,,,
35,P7B,9040 ,282127000 ,5210 ,44056000 ,2290 ,19919000 ,,,,,,,,,,,,,,,,,
35,P7C,8000 ,215130000 ,4720 ,35695000 ,2260 ,14905000 ,,,,,,,,,,,,,,,,,
35,P7E,7740 ,183790000 ,4400 ,31034000 ,2340 ,15837000 ,,,,,,,,,,,,,,,,,
35,P7G,5900 ,177755000 ,3370 ,30904000 ,1440 ,13838000 ,,,,,,,,,,,,,,,,,
35,P7J,2000 ,58133000 ,1230 ,11645000 ,520 ,4846000 ,,,,,,,,,,,,,,,,,
35,P7K,3300 ,107016000 ,1980 ,16524000 ,820 ,6665000 ,,,,,,,,,,,,,,,,,
35,P7L,800 ,19810000 ,470 ,4387000 ,220 ,1826000 ,,,,,,,,,,,,,,,,,
35,P8N,4500 ,126987000 ,2710 ,20716000 ,1300 ,9361000 ,,,,,,,,,,,,,,,,,
35,P8T,1960 ,41582000 ,1150 ,8935000 ,570 ,4294000 ,,,,,,,,,,,,,,,,,
35,P9A,4050 ,99242000 ,2370 ,17596000 ,1250 ,8270000 ,,,,,,,,,,,,,,,,,
35,P9N,5190 ,137369000 ,2880 ,24546000 ,1390 ,11374000 ,,,,,,,,,,,,,,,,,
TOTAL,,6162410 ,169602082000 ,3763710 ,35122712000 ,1725870 ,15612886000 ,,,,,,,,,,,,,,,,,
46,R0A,11450 ,254692000 ,6330 ,52380000 ,3220 ,24443000 ,,,,,,,,,,,,,,,,,
46,R0B,3890 ,38430000 ,1740 ,9865000 ,1160 ,6059000 ,,,,,,,,,,,,,,,,,
46,R0C,17180 ,438246000 ,8990 ,78838000 ,4650 ,34174000 ,,,,,,,,,,,,,,,,,
46,R0E,13010 ,353501000 ,7090 ,58535000 ,3680 ,29048000 ,,,,,,,,,,,,,,,,,
46,R0G,15020 ,469222000 ,8450 ,77436000 ,3470 ,30879000 ,,,,,,,,,,,,,,,,,
46,R0H,3340 ,85909000 ,1750 ,14786000 ,870 ,6279000 ,,,,,,,,,,,,,,,,,
46,R0J,10250 ,284676000 ,5970 ,46571000 ,3110 ,20291000 ,,,,,,,,,,,,,,,,,
46,R0K,10030 ,303188000 ,5770 ,47930000 ,2640 ,20172000 ,,,,,,,,,,,,,,,,,
46,R0L,7380 ,211186000 ,3840 ,32859000 ,1870 ,13241000 ,,,,,,,,,,,,,,,,,
46,R0M,6860 ,224348000 ,3840 ,32913000 ,1590 ,12079000 ,,,,,,,,,,,,,,,,,
46,R1A,8250 ,214511000 ,4650 ,39759000 ,2410 ,17644000 ,,,,,,,,,,,,,,,,,
46,R1B,160 ,6241000 ,90 ,906000 ,30 ,535000 ,,,,,,,,,,,,,,,,,
46,R1C,1590 ,39738000 ,920 ,8360000 ,480 ,3606000 ,,,,,,,,,,,,,,,,,
46,R1N,5660 ,154103000 ,3390 ,26552000 ,1660 ,11198000 ,,,,,,,,,,,,,,,,,
46,R2C,12400 ,246005000 ,7590 ,52974000 ,4140 ,26152000 ,,,,,,,,,,,,,,,,,
46,R2E,5120 ,199696000 ,2980 ,31701000 ,1030 ,10874000 ,,,,,,,,,,,,,,,,,
46,R2G,15520 ,461314000 ,9170 ,77548000 ,4370 ,34964000 ,,,,,,,,,,,,,,,,,
46,R2H,6670 ,183385000 ,3880 ,30896000 ,1870 ,14574000 ,,,,,,,,,,,,,,,,,
46,R2J,11980 ,321672000 ,7180 ,58736000 ,3440 ,25471000 ,,,,,,,,,,,,,,,,,
46,R2K,13480 ,288629000 ,8440 ,58117000 ,4420 ,26425000 ,,,,,,,,,,,,,,,,,
46,R2L,4770 ,59534000 ,2970 ,17007000 ,1870 ,9464000 ,,,,,,,,,,,,,,,,,
46,R2M,16060 ,433610000 ,9840 ,77053000 ,4600 ,32309000 ,,,,,,,,,,,,,,,,,
46,R2N,15710 ,493361000 ,9710 ,85423000 ,4070 ,33861000 ,,,,,,,,,,,,,,,,,
46,R2P,14020 ,244008000 ,9530 ,57444000 ,4790 ,28115000 ,,,,,,,,,,,,,,,,,
46,R2R,10540 ,146437000 ,7400 ,40963000 ,4080 ,20926000 ,,,,,,,,,,,,,,,,,
46,R2V,15660 ,340019000 ,9920 ,67081000 ,5210 ,32529000 ,,,,,,,,,,,,,,,,,
46,R2W,7520 ,85287000 ,4700 ,25425000 ,2890 ,13264000 ,,,,,,,,,,,,,,,,,
46,R2X,7480 ,78072000 ,5280 ,24817000 ,3360 ,15267000 ,,,,,,,,,,,,,,,,,
46,R2Y,8320 ,206214000 ,4940 ,35747000 ,2590 ,17089000 ,,,,,,,,,,,,,,,,,
46,R3A,1050 ,10563000 ,670 ,3520000 ,410 ,2151000 ,,,,,,,,,,,,,,,,,
46,R3B,3850 ,69861000 ,2490 ,17004000 ,1310 ,8222000 ,,,,,,,,,,,,,,,,,
46,R3C,5650 ,105329000 ,3410 ,25071000 ,1980 ,13229000 ,,,,,,,,,,,,,,,,,
46,R3E,6670 ,72940000 ,4460 ,22085000 ,2730 ,13025000 ,,,,,,,,,,,,,,,,,
46,R3G,9910 ,181077000 ,6260 ,42294000 ,3400 ,19753000 ,,,,,,,,,,,,,,,,,
46,R3H,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
46,R3J,12250 ,301777000 ,7530 ,56117000 ,3920 ,25729000 ,,,,,,,,,,,,,,,,,
46,R3K,6040 ,202673000 ,3680 ,30816000 ,1620 ,12947000 ,,,,,,,,,,,,,,,,,
46,R3L,8860 ,207155000 ,5500 ,42264000 ,2840 ,20101000 ,,,,,,,,,,,,,,,,,
46,R3M,10340 ,318777000 ,6270 ,55464000 ,2740 ,21613000 ,,,,,,,,,,,,,,,,,
46,R3N,7900 ,253175000 ,4810 ,41100000 ,1990 ,16251000 ,,,,,,,,,,,,,,,,,
46,R3P,11690 ,536678000 ,7090 ,74237000 ,2160 ,26527000 ,,,,,,,,,,,,,,,,,
46,R3R,12710 ,425885000 ,7770 ,68365000 ,3160 ,26541000 ,,,,,,,,,,,,,,,,,
46,R3S,260 ,8334000 ,150 ,1621000 ,60 ,561000 ,,,,,,,,,,,,,,,,,
46,R3T,20310 ,546104000 ,12830 ,107080000 ,5560 ,42786000 ,,,,,,,,,,,,,,,,,
46,R3V,2790 ,72973000 ,1720 ,13967000 ,820 ,6443000 ,,,,,,,,,,,,,,,,,
46,R3W,6100 ,127319000 ,3860 ,29323000 ,2070 ,15046000 ,,,,,,,,,,,,,,,,,
46,R3X,9710 ,285272000 ,6120 ,56855000 ,2500 ,24000000 ,,,,,,,,,,,,,,,,,
46,R3Y,13460 ,333916000 ,8530 ,83144000 ,3650 ,34312000 ,,,,,,,,,,,,,,,,,
46,R4A,2150 ,59229000 ,1300 ,12218000 ,620 ,6217000 ,,,,,,,,,,,,,,,,,
46,R4G,790 ,25333000 ,500 ,4682000 ,180 ,1656000 ,,,,,,,,,,,,,,,,,
46,R4H,1270 ,48830000 ,760 ,7918000 ,300 ,2881000 ,,,,,,,,,,,,,,,,,
46,R4J,470 ,14784000 ,280 ,2899000 ,110 ,1313000 ,,,,,,,,,,,,,,,,,
46,R4K,250 ,7441000 ,150 ,1329000 ,50 ,455000 ,,,,,,,,,,,,,,,,,
46,R4L,530 ,13279000 ,290 ,2428000 ,160 ,1207000 ,,,,,,,,,,,,,,,,,
