Prov/Terr,FSA,Employment Income #,Employment Income $,Pension Income #,Pension Income $,Investment Income #,Investment Income $,Self-employment Income #,Self-employment Income $,Benefits Income #,Benefits Income $,Other Income #,Other Income $,,,,,,,,,,,
35,L8R,4900 ,193886000 ,2280 ,44206000 ,1550 ,10693000 ,850 ,11996000 ,3810 ,40189000 ,2720 ,27523000 ,,,,,,,,,,,
35,L8S,7300 ,307553000 ,2980 ,97151000 ,3530 ,50940000 ,1180 ,21435000 ,2790 ,26470000 ,3960 ,35449000 ,,,,,,,,,,,
35,L8T,10130 ,440802000 ,5550 ,159305000 ,4090 ,33500000 ,1110 ,13450000 ,5120 ,47009000 ,5100 ,45905000 ,,,,,,,,,,,
35,L8V,10400 ,428681000 ,6190 ,150158000 ,3670 ,18969000 ,1120 ,10562000 ,6550 ,60082000 ,5110 ,43453000 ,,,,,,,,,,,
35,L8W,14060 ,634658000 ,5590 ,140699000 ,4500 ,30009000 ,1720 ,17551000 ,6850 ,67546000 ,7120 ,69919000 ,,,,,,,,,,,
35,L9A,13340 ,570548000 ,6160 ,161857000 ,4740 ,30585000 ,1790 ,20913000 ,7140 ,70028000 ,6740 ,59190000 ,,,,,,,,,,,
35,L9B,12670 ,622912000 ,6330 ,195102000 ,6220 ,59227000 ,1730 ,25601000 ,5350 ,52645000 ,7100 ,63364000 ,,,,,,,,,,,
35,L9C,21350 ,943430000 ,10220 ,304759000 ,8810 ,87279000 ,2980 ,40025000 ,10040 ,96016000 ,11170 ,105898000 ,,,,,,,,,,,
35,L9E,7020 ,407102000 ,970 ,22672000 ,3200 ,48268000 ,1420 ,19389000 ,2230 ,23275000 ,3980 ,37292000 ,,,,,,,,,,,
35,L9G,13010 ,888370000 ,6840 ,273920000 ,9020 ,245302000 ,2490 ,86284000 ,3400 ,30908000 ,7850 ,86636000 ,,,,,,,,,,,
35,L9H,15710 ,939697000 ,9880 ,375552000 ,10470 ,228634000 ,2880 ,66728000 ,5250 ,45529000 ,9480 ,98942000 ,,,,,,,,,,,
35,L9J,750 ,34193000 ,450 ,13054000 ,410 ,2815000 ,160 ,1986000 ,370 ,3376000 ,480 ,4888000 ,,,,,,,,,,,
35,L9K,7760 ,476996000 ,3060 ,102413000 ,4660 ,84489000 ,1470 ,32716000 ,2410 ,23489000 ,4680 ,49420000 ,,,,,,,,,,,
35,L9L,7420 ,401205000 ,5050 ,180520000 ,4860 ,90088000 ,1410 ,24601000 ,2810 ,25011000 ,4750 ,52165000 ,,,,,,,,,,,
35,L9M,6610 ,281274000 ,5860 ,171028000 ,3940 ,49708000 ,1170 ,17529000 ,4190 ,35146000 ,4190 ,39108000 ,,,,,,,,,,,
35,L9N,10570 ,582763000 ,3250 ,85312000 ,5210 ,45367000 ,2250 ,33703000 ,4110 ,38942000 ,6160 ,65546000 ,,,,,,,,,,,
35,L9P,8920 ,580316000 ,4800 ,158970000 ,5690 ,122184000 ,1870 ,35165000 ,3020 ,25663000 ,5320 ,60528000 ,,,,,,,,,,,
35,L9R,12540 ,620909000 ,6590 ,217049000 ,5770 ,74383000 ,1860 ,28252000 ,5640 ,49043000 ,7050 ,65088000 ,,,,,,,,,,,
35,L9S,15890 ,810024000 ,7430 ,191160000 ,6190 ,79001000 ,2790 ,34687000 ,7790 ,69106000 ,8970 ,85802000 ,,,,,,,,,,,
35,L9T,57530 ,3489599000 ,13260 ,336076000 ,23030 ,236203000 ,9270 ,123735000 ,18800 ,181900000 ,29050 ,271685000 ,,,,,,,,,,,
35,L9V,8760 ,440039000 ,3610 ,93562000 ,3370 ,51159000 ,1830 ,18225000 ,3970 ,34565000 ,4650 ,42684000 ,,,,,,,,,,,
35,L9W,26640 ,1449090000 ,10520 ,306392000 ,11080 ,179058000 ,4310 ,63420000 ,10830 ,94825000 ,13520 ,125223000 ,,,,,,,,,,,
35,L9X,6350 ,411436000 ,2710 ,95558000 ,3650 ,95344000 ,1260 ,30631000 ,1880 ,16581000 ,3500 ,34631000 ,,,,,,,,,,,
35,L9Y,12740 ,612208000 ,9910 ,349620000 ,9310 ,226840000 ,3070 ,75467000 ,6230 ,54026000 ,9170 ,98941000 ,,,,,,,,,,,
35,L9Z,9900 ,396190000 ,10290 ,306128000 ,6460 ,52515000 ,1820 ,29411000 ,6290 ,52368000 ,6880 ,64039000 ,,,,,,,,,,,
35,M1B,35790 ,1369134000 ,13460 ,242587000 ,12000 ,48237000 ,5960 ,33595000 ,19420 ,203619000 ,21910 ,197272000 ,,,,,,,,,,,
35,M1C,20030 ,1111377000 ,9190 ,292269000 ,11670 ,114664000 ,3360 ,43050000 ,7170 ,72159000 ,11920 ,121256000 ,,,,,,,,,,,
35,M1E,24260 ,1029821000 ,10430 ,269241000 ,9920 ,75258000 ,4120 ,31673000 ,13590 ,140925000 ,15580 ,150174000 ,,,,,,,,,,,
35,M1G,15770 ,550296000 ,5590 ,107142000 ,4850 ,25113000 ,2920 ,16605000 ,9060 ,97865000 ,9860 ,89928000 ,,,,,,,,,,,
35,M1H,12960 ,528097000 ,4710 ,96882000 ,5170 ,30711000 ,2390 ,16946000 ,6400 ,65651000 ,7720 ,73382000 ,,,,,,,,,,,
35,M1J,18720 ,673667000 ,6410 ,126011000 ,5650 ,33286000 ,3180 ,19354000 ,10990 ,120390000 ,11850 ,111905000 ,,,,,,,,,,,
35,M1K,25380 ,961188000 ,9440 ,167380000 ,8860 ,39587000 ,4320 ,25231000 ,15620 ,163661000 ,15570 ,150720000 ,,,,,,,,,,,
35,M1L,17730 ,748780000 ,5400 ,107560000 ,6710 ,40736000 ,3590 ,25996000 ,9820 ,106312000 ,11390 ,112002000 ,,,,,,,,,,,
35,M1M,11730 ,584637000 ,5380 ,146497000 ,5910 ,86046000 ,2380 ,31875000 ,5920 ,60848000 ,7780 ,83162000 ,,,,,,,,,,,
35,M1N,11530 ,738763000 ,5170 ,157702000 ,6430 ,88314000 ,2310 ,56880000 ,5130 ,50555000 ,7050 ,77731000 ,,,,,,,,,,,
35,M1P,22700 ,910825000 ,8610 ,161788000 ,8950 ,54516000 ,3940 ,26987000 ,12450 ,130686000 ,13600 ,125166000 ,,,,,,,,,,,
35,M1R,15680 ,644571000 ,6400 ,134066000 ,6490 ,42262000 ,3080 ,29697000 ,8700 ,89905000 ,9970 ,96473000 ,,,,,,,,,,,
35,M1S,18840 ,765470000 ,9020 ,167592000 ,11790 ,106502000 ,4080 ,33542000 ,10380 ,104948000 ,13070 ,131796000 ,,,,,,,,,,,
35,M1T,16320 ,680152000 ,8530 ,174321000 ,9160 ,90918000 ,3300 ,29517000 ,9980 ,104285000 ,11080 ,106125000 ,,,,,,,,,,,
35,M1V,24910 ,880804000 ,12550 ,215775000 ,16050 ,103381000 ,5610 ,41963000 ,15190 ,156048000 ,18670 ,184751000 ,,,,,,,,,,,
35,M1W,22740 ,967173000 ,12570 ,255371000 ,15520 ,135907000 ,4830 ,43374000 ,13110 ,133148000 ,16040 ,155097000 ,,,,,,,,,,,
35,M1X,8660 ,358720000 ,2660 ,35209000 ,3180 ,16594000 ,1500 ,10358000 ,4290 ,47734000 ,5530 ,51664000 ,,,,,,,,,,,
35,M2H,11570 ,569246000 ,6250 ,163289000 ,9270 ,131448000 ,2810 ,28250000 ,5380 ,55508000 ,8420 ,79148000 ,,,,,,,,,,,
35,M2J,32700 ,1601156000 ,11160 ,272956000 ,17420 ,194572000 ,7060 ,71565000 ,13670 ,141282000 ,19330 ,189907000 ,,,,,,,,,,,
35,M2K,12480 ,745329000 ,5250 ,172805000 ,9580 ,223669000 ,3270 ,50795000 ,4160 ,42002000 ,8670 ,103558000 ,,,,,,,,,,,
35,M2L,5400 ,552018000 ,2530 ,117142000 ,5250 ,415121000 ,1530 ,58790000 ,1520 ,15670000 ,4410 ,73120000 ,,,,,,,,,,,
35,M2M,16410 ,804427000 ,7100 ,171738000 ,11380 ,204281000 ,4220 ,58991000 ,7510 ,76208000 ,11480 ,116658000 ,,,,,,,,,,,
35,M2N,38170 ,2476491000 ,12630 ,338749000 ,28640 ,506197000 ,8890 ,162186000 ,12410 ,128985000 ,24010 ,250387000 ,,,,,,,,,,,
35,M2P,3590 ,423301000 ,1720 ,70043000 ,3840 ,283605000 ,1090 ,32711000 ,800 ,7782000 ,3130 ,47081000 ,,,,,,,,,,,
35,M2R,20900 ,910008000 ,8750 ,174574000 ,9330 ,141678000 ,5470 ,61667000 ,12020 ,124124000 ,14260 ,141566000 ,,,,,,,,,,,
35,M3A,17290 ,872490000 ,6560 ,170758000 ,7750 ,129873000 ,3570 ,45199000 ,8330 ,87233000 ,10640 ,105863000 ,,,,,,,,,,,
35,M3B,6360 ,542334000 ,3730 ,155250000 ,6850 ,455521000 ,1680 ,71662000 ,1540 ,14794000 ,5240 ,81305000 ,,,,,,,,,,,
35,M3C,18170 ,859995000 ,8420 ,215238000 ,9070 ,261374000 ,4120 ,52202000 ,10150 ,110874000 ,12540 ,132856000 ,,,,,,,,,,,
35,M3H,20040 ,1209235000 ,7110 ,170325000 ,11200 ,346466000 ,4670 ,130902000 ,8750 ,87978000 ,12780 ,130995000 ,,,,,,,,,,,
35,M3J,16920 ,598631000 ,4540 ,84550000 ,5080 ,51831000 ,3000 ,21099000 ,8920 ,90874000 ,10050 ,91906000 ,,,,,,,,,,,
35,M3K,4480 ,232166000 ,1700 ,39782000 ,2280 ,36145000 ,800 ,11232000 ,2290 ,21310000 ,2630 ,23412000 ,,,,,,,,,,,
35,M3L,9980 ,364238000 ,3970 ,64576000 ,3060 ,12691000 ,1680 ,12809000 ,7100 ,71899000 ,6420 ,57934000 ,,,,,,,,,,,
35,M3M,12930 ,519238000 ,5030 ,95602000 ,4320 ,32519000 ,2100 ,18314000 ,8150 ,80199000 ,7930 ,67433000 ,,,,,,,,,,,
35,M3N,19060 ,611655000 ,7100 ,95027000 ,4530 ,21810000 ,2830 ,19988000 ,15750 ,167365000 ,13180 ,121685000 ,,,,,,,,,,,
35,M4A,7020 ,330313000 ,3390 ,72591000 ,3330 ,30743000 ,1360 ,14734000 ,4230 ,44120000 ,4410 ,42322000 ,,,,,,,,,,,
35,M4B,9080 ,476069000 ,3910 ,101746000 ,4390 ,48327000 ,1680 ,31655000 ,4860 ,51320000 ,5790 ,63499000 ,,,,,,,,,,,
35,M4C,23530 ,1326113000 ,8090 ,184309000 ,10900 ,89394000 ,4940 ,70401000 ,11690 ,121902000 ,13620 ,133855000 ,,,,,,,,,,,
35,M4E,12680 ,1206254000 ,4840 ,169013000 ,8290 ,195833000 ,2930 ,132560000 ,4190 ,41883000 ,7670 ,98914000 ,,,,,,,,,,,
35,M4G,9940 ,1220595000 ,4250 ,189497000 ,8530 ,343417000 ,2300 ,137089000 ,2160 ,20334000 ,6950 ,100345000 ,,,,,,,,,,,
35,M4H,6780 ,226144000 ,2440 ,44168000 ,1800 ,13033000 ,2410 ,13354000 ,4760 ,56062000 ,5610 ,62916000 ,,,,,,,,,,,
35,M4J,17240 ,1220511000 ,7140 ,167706000 ,10040 ,105173000 ,3880 ,90935000 ,8370 ,81979000 ,10000 ,105930000 ,,,,,,,,,,,
35,M4K,15360 ,1189470000 ,6400 ,183796000 ,9730 ,184917000 ,4150 ,142537000 ,6490 ,65636000 ,9450 ,112858000 ,,,,,,,,,,,
35,M4L,15730 ,1310349000 ,5270 ,152762000 ,9700 ,161224000 ,3670 ,122541000 ,6550 ,67758000 ,9230 ,108056000 ,,,,,,,,,,,
35,M4M,12830 ,1029761000 ,3690 ,75286000 ,7420 ,97349000 ,2920 ,87290000 ,5950 ,61842000 ,7150 ,77543000 ,,,,,,,,,,,
35,M4N,7340 ,1563212000 ,3760 ,189875000 ,7690 ,759915000 ,1850 ,125116000 ,1590 ,15746000 ,5960 ,114592000 ,,,,,,,,,,,
35,M4P,13240 ,967026000 ,3720 ,118293000 ,7220 ,202450000 ,2770 ,72178000 ,4420 ,45328000 ,7000 ,80098000 ,,,,,,,,,,,
35,M4R,6090 ,738247000 ,2110 ,87322000 ,4840 ,220050000 ,1430 ,100649000 ,1350 ,13294000 ,3970 ,60387000 ,,,,,,,,,,,
35,M4S,16220 ,1400264000 ,4930 ,185827000 ,10350 ,233163000 ,3180 ,113362000 ,4500 ,45140000 ,8710 ,98288000 ,,,,,,,,,,,
35,M4T,5360 ,872721000 ,3240 ,168028000 ,5700 ,464160000 ,1460 ,105224000 ,1170 ,11318000 ,4450 ,91893000 ,,,,,,,,,,,
35,M4V,9310 ,1368397000 ,4840 ,254661000 ,8540 ,782144000 ,2630 ,142191000 ,2280 ,21992000 ,6860 ,119639000 ,,,,,,,,,,,
35,M4W,7100 ,1290654000 ,3710 ,191610000 ,7340 ,719712000 ,1990 ,155887000 ,1480 ,14231000 ,5560 ,133386000 ,,,,,,,,,,,
35,M4X,10310 ,513159000 ,3060 ,61193000 ,3330 ,56285000 ,2040 ,37812000 ,6230 ,70330000 ,5750 ,60182000 ,,,,,,,,,,,
35,M4Y,19040 ,1188520000 ,4200 ,135153000 ,10130 ,143252000 ,3780 ,65355000 ,5890 ,61625000 ,9350 ,98944000 ,,,,,,,,,,,
35,M5A,23690 ,1651788000 ,6140 ,148939000 ,11270 ,199433000 ,5110 ,116398000 ,12560 ,138407000 ,13500 ,153638000 ,,,,,,,,,,,
35,M5B,8230 ,491757000 ,1850 ,44073000 ,4130 ,42131000 ,1510 ,31922000 ,3250 ,35234000 ,4000 ,40754000 ,,,,,,,,,,,
35,M5C,2190 ,334306000 ,690 ,29335000 ,1770 ,139951000 ,520 ,31195000 ,620 ,6298000 ,1400 ,29055000 ,,,,,,,,,,,
35,M5E,6700 ,730876000 ,1850 ,73003000 ,4890 ,355506000 ,1190 ,43087000 ,1600 ,15608000 ,3290 ,51864000 ,,,,,,,,,,,
35,M5G,5470 ,320228000 ,8880 ,132170000 ,16310 ,47996000 ,820 ,31071000 ,13010 ,126533000 ,4750 ,28005000 ,,,,,,,,,,,
35,M5H,2150 ,388702000 ,380 ,20761000 ,1700 ,124243000 ,400 ,26702000 ,310 ,3180000 ,1030 ,20347000 ,,,,,,,,,,,
35,M5J,9400 ,969235000 ,2220 ,88099000 ,6920 ,188694000 ,1700 ,51094000 ,1750 ,17664000 ,4430 ,59499000 ,,,,,,,,,,,
35,M5K,90 ,22766000 ,80 ,2946000 ,130 ,23673000 ,30 ,9397000 ,20 ,246000 ,80 ,2128000 ,,,,,,,,,,,
35,M5L,20 ,4405000 ,10 ,456000 ,30 ,2822000 ,0 ,0 ,0 ,0 ,20 ,119000 ,,,,,,,,,,,
35,M5M,12740 ,1564149000 ,4940 ,194229000 ,11730 ,511301000 ,3220 ,243666000 ,2800 ,27369000 ,9350 ,133526000 ,,,,,,,,,,,
35,M5N,7940 ,851707000 ,3090 ,116174000 ,6550 ,363499000 ,2330 ,155232000 ,2300 ,23352000 ,5900 ,84290000 ,,,,,,,,,,,
35,M5P,9760 ,1227848000 ,4490 ,197728000 ,8960 ,651038000 ,2760 ,156213000 ,2410 ,23539000 ,7230 ,115353000 ,,,,,,,,,,,
35,M5R,12230 ,1403763000 ,5690 ,261348000 ,10490 ,792373000 ,3710 ,180272000 ,3910 ,39782000 ,8700 ,154916000 ,,,,,,,,,,,
35,M5S,7860 ,595401000 ,2640 ,108018000 ,5790 ,236760000 ,1850 ,51288000 ,2260 ,22107000 ,4650 ,65476000 ,,,,,,,,,,,
35,M5T,8790 ,480449000 ,3080 ,54252000 ,4760 ,66346000 ,2030 ,32064000 ,5280 ,58076000 ,5340 ,55269000 ,,,,,,,,,,,
35,M5V,34020 ,3057281000 ,3400 ,96471000 ,18740 ,376618000 ,5990 ,147052000 ,7710 ,80077000 ,14380 ,166635000 ,,,,,,,,,,,
35,M5W,50 ,5518000 ,50 ,1140000 ,50 ,2284000 ,20 ,351000 ,30 ,302000 ,50 ,367000 ,,,,,,,,,,,
35,M5X,30 ,5110000 ,30 ,4308000 ,50 ,18299000 ,10 ,3427000 ,0 ,0 ,0 ,0 ,,,,,,,,,,,
35,M6A,11380 ,520520000 ,4100 ,85246000 ,4770 ,132478000 ,2090 ,26346000 ,6240 ,64409000 ,7050 ,69098000 ,,,,,,,,,,,
35,M6B,14410 ,837562000 ,6240 ,143507000 ,8080 ,221742000 ,3080 ,102917000 ,7420 ,71559000 ,9180 ,89659000 ,,,,,,,,,,,
35,M6C,12210 ,926934000 ,4710 ,129351000 ,7850 ,216753000 ,3120 ,136233000 ,5290 ,53402000 ,7380 ,79978000 ,,,,,,,,,,,
35,M6E,19720 ,923898000 ,7790 ,143969000 ,7930 ,66575000 ,3690 ,51606000 ,12250 ,119012000 ,11030 ,92996000 ,,,,,,,,,,,
35,M6G,15350 ,1117552000 ,6070 ,167207000 ,10230 ,197912000 ,4290 ,125670000 ,6640 ,65452000 ,9190 ,98761000 ,,,,,,,,,,,
35,M6H,23530 ,1335406000 ,7730 ,169204000 ,12230 ,156627000 ,5690 ,101479000 ,11960 ,118812000 ,13020 ,117782000 ,,,,,,,,,,,
35,M6J,16960 ,1400601000 ,4630 ,97932000 ,9940 ,159081000 ,4210 ,119412000 ,7210 ,71375000 ,8970 ,98895000 ,,,,,,,,,,,
35,M6K,21240 ,1302041000 ,4720 ,77506000 ,8330 ,80995000 ,4540 ,76346000 ,11240 ,123503000 ,10700 ,104222000 ,,,,,,,,,,,
35,M6L,10100 ,418734000 ,4810 ,98739000 ,4580 ,50297000 ,1750 ,17645000 ,6710 ,65692000 ,6460 ,58505000 ,,,,,,,,,,,
35,M6M,20900 ,840516000 ,7890 ,136243000 ,6540 ,36203000 ,3560 ,35002000 ,14310 ,148021000 ,12880 ,112427000 ,,,,,,,,,,,
35,M6N,20080 ,889405000 ,8300 ,152061000 ,7860 ,39811000 ,3810 ,45649000 ,13530 ,136350000 ,11900 ,102452000 ,,,,,,,,,,,
35,M6P,21070 ,1512785000 ,6690 ,192317000 ,11810 ,167140000 ,4910 ,112167000 ,8440 ,85175000 ,11380 ,114161000 ,,,,,,,,,,,
35,M6R,9910 ,854952000 ,2950 ,84961000 ,6310 ,134790000 ,2890 ,100897000 ,3520 ,35030000 ,5800 ,63817000 ,,,,,,,,,,,
35,M6S,17230 ,1604141000 ,6640 ,239834000 ,12090 ,268699000 ,3810 ,147072000 ,5420 ,52385000 ,10450 ,116895000 ,,,,,,,,,,,
35,M7A,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,
35,M7Y,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,
35,M8V,22200 ,1404938000 ,8470 ,235241000 ,11520 ,226145000 ,4760 ,87967000 ,10190 ,105343000 ,12900 ,138453000 ,,,,,,,,,,,
35,M8W,12070 ,736754000 ,4700 ,121147000 ,6470 ,77540000 ,2200 ,38649000 ,5220 ,50979000 ,6390 ,61367000 ,,,,,,,,,,,
35,M8X,5150 ,677802000 ,3320 ,167977000 ,5440 ,278015000 ,1250 ,100272000 ,1100 ,10127000 ,4140 ,85355000 ,,,,,,,,,,,
35,M8Y,11320 ,853866000 ,4040 ,117934000 ,6500 ,115078000 ,2550 ,73694000 ,4400 ,44004000 ,6530 ,77185000 ,,,,,,,,,,,
35,M8Z,10100 ,763389000 ,3790 ,110866000 ,6320 ,96858000 ,1810 ,49304000 ,3500 ,32951000 ,5490 ,53382000 ,,,,,,,,,,,
35,M9A,18630 ,1490525000 ,8460 ,292714000 ,12520 ,544856000 ,3780 ,169702000 ,7020 ,70674000 ,11860 ,152758000 ,,,,,,,,,,,
35,M9B,17890 ,1193190000 ,7230 ,226211000 ,11220 ,198632000 ,3470 ,74274000 ,6430 ,63540000 ,10570 ,113109000 ,,,,,,,,,,,
35,M9C,20150 ,1139601000 ,9970 ,300544000 ,11580 ,148949000 ,3810 ,58748000 ,8480 ,82126000 ,12130 ,114165000 ,,,,,,,,,,,
35,M9L,6130 ,231057000 ,2730 ,50237000 ,2560 ,22276000 ,1060 ,8390000 ,4180 ,41128000 ,3840 ,32559000 ,,,,,,,,,,,
35,M9M,12630 ,490924000 ,4190 ,70799000 ,3960 ,27654000 ,2100 ,17249000 ,7720 ,77748000 ,7820 ,69128000 ,,,,,,,,,,,
35,M9N,12870 ,541793000 ,4820 ,93145000 ,4180 ,25725000 ,2520 ,25837000 ,8830 ,92812000 ,8340 ,79981000 ,,,,,,,,,,,
35,M9P,9910 ,543537000 ,5630 ,169021000 ,6310 ,107123000 ,2050 ,34824000 ,5040 ,48384000 ,6710 ,61230000 ,,,,,,,,,,,
35,M9R,16790 ,764926000 ,7840 ,193794000 ,7500 ,76371000 ,3220 ,34024000 ,9650 ,100457000 ,10960 ,102727000 ,,,,,,,,,,,
35,M9V,29750 ,1015736000 ,9180 ,148793000 ,8220 ,40683000 ,4840 ,32486000 ,18120 ,192337000 ,18060 ,161705000 ,,,,,,,,,,,
35,M9W,23390 ,919691000 ,8400 ,161400000 ,8330 ,112142000 ,3980 ,30714000 ,12630 ,127729000 ,13530 ,128606000 ,,,,,,,,,,,
35,N0A,16400 ,725607000 ,12600 ,366963000 ,8970 ,98547000 ,3030 ,36292000 ,9020 ,78398000 ,9960 ,98526000 ,,,,,,,,,,,
35,N0B,44230 ,2763690000 ,20260 ,627580000 ,27220 ,646410000 ,10640 ,192470000 ,13600 ,108270000 ,22100 ,217436000 ,,,,,,,,,,,
35,N0C,7690 ,337945000 ,4710 ,124275000 ,4090 ,62936000 ,2430 ,24479000 ,4090 ,33389000 ,4070 ,36382000 ,,,,,,,,,,,
35,N0E,17820 ,845062000 ,10720 ,292807000 ,9360 ,170608000 ,4120 ,50538000 ,8140 ,67064000 ,8990 ,79954000 ,,,,,,,,,,,
35,N0G,40040 ,1899867000 ,22730 ,572574000 ,22900 ,322541000 ,12920 ,171396000 ,19740 ,152451000 ,19590 ,163017000 ,,,,,,,,,,,
35,N0H,23840 ,1228414000 ,19270 ,651000000 ,16340 ,263316000 ,5900 ,92701000 ,11660 ,95519000 ,15070 ,177804000 ,,,,,,,,,,,
35,N0J,16990 ,796746000 ,7760 ,184623000 ,8200 ,138181000 ,4290 ,50432000 ,7150 ,56351000 ,7400 ,70368000 ,,,,,,,,,,,
35,N0K,12520 ,573317000 ,5700 ,135020000 ,7620 ,123423000 ,4020 ,52592000 ,4770 ,35356000 ,5650 ,39939000 ,,,,,,,,,,,
35,N0L,26050 ,1346228000 ,14130 ,388713000 ,13760 ,188487000 ,5800 ,82717000 ,11310 ,91511000 ,13990 ,128693000 ,,,,,,,,,,,
35,N0M,34280 ,1674891000 ,21130 ,610167000 ,21880 ,385952000 ,8770 ,132763000 ,14520 ,115181000 ,18980 ,153388000 ,,,,,,,,,,,
35,N0N,21070 ,1139337000 ,13280 ,461405000 ,12310 ,151563000 ,4100 ,49644000 ,9200 ,80854000 ,12170 ,103259000 ,,,,,,,,,,,
35,N0P,26460 ,1120545000 ,16800 ,443742000 ,13550 ,180483000 ,6830 ,90352000 ,14010 ,113627000 ,13800 ,115312000 ,,,,,,,,,,,
35,N0R,27640 ,1442915000 ,13010 ,391543000 ,12160 ,146796000 ,4070 ,64997000 ,12000 ,106252000 ,15270 ,132004000 ,,,,,,,,,,,
35,N1A,5860 ,243950000 ,4030 ,102422000 ,2840 ,29072000 ,1030 ,16867000 ,3320 ,27939000 ,2980 ,26255000 ,,,,,,,,,,,
35,N1C,2240 ,151108000 ,790 ,28327000 ,1300 ,19610000 ,320 ,5664000 ,610 ,5240000 ,1170 ,14459000 ,,,,,,,,,,,
35,N1E,23650 ,1262898000 ,8790 ,246960000 ,9900 ,119971000 ,3360 ,58066000 ,10040 ,85378000 ,11070 ,94042000 ,,,,,,,,,,,
35,N1G,14940 ,801454000 ,6600 ,257811000 ,8660 ,158027000 ,2240 ,35982000 ,5110 ,44977000 ,8300 ,79896000 ,,,,,,,,,,,
35,N1H,21920 ,1084466000 ,10190 ,295483000 ,10480 ,162539000 ,3470 ,56327000 ,11210 ,95427000 ,11240 ,103285000 ,,,,,,,,,,,
35,N1K,6530 ,314905000 ,1950 ,45839000 ,2410 ,21021000 ,800 ,11511000 ,3100 ,25655000 ,2950 ,23980000 ,,,,,,,,,,,
35,N1L,9330 ,566476000 ,2370 ,74401000 ,4450 ,81217000 ,1350 ,23727000 ,2730 ,24846000 ,4540 ,43832000 ,,,,,,,,,,,
35,N1M,9570 ,481361000 ,4770 ,141594000 ,4500 ,57002000 ,1420 ,21129000 ,3780 ,30034000 ,4530 ,39214000 ,,,,,,,,,,,
35,N1P,4530 ,240543000 ,1050 ,21703000 ,1290 ,8323000 ,490 ,7931000 ,1790 ,15477000 ,1900 ,15163000 ,,,,,,,,,,,
35,N1R,21380 ,939936000 ,10430 ,246275000 ,7630 ,101538000 ,2570 ,32279000 ,12850 ,113329000 ,10460 ,89552000 ,,,,,,,,,,,
35,N1S,10240 ,552797000 ,4960 ,142436000 ,4360 ,59808000 ,1360 ,26144000 ,4740 ,41089000 ,5060 ,49217000 ,,,,,,,,,,,
35,N1T,10550 ,571048000 ,3140 ,79335000 ,4200 ,60404000 ,1370 ,20845000 ,3960 ,36782000 ,5330 ,53419000 ,,,,,,,,,,,
35,N2A,16730 ,894811000 ,6840 ,183977000 ,7460 ,95537000 ,2360 ,43248000 ,7410 ,68360000 ,8280 ,72942000 ,,,,,,,,,,,
35,N2B,9180 ,434176000 ,4430 ,115526000 ,4110 ,35354000 ,1230 ,16156000 ,4470 ,39660000 ,4390 ,41182000 ,,,,,,,,,,,
35,N2C,9770 ,373106000 ,3640 ,83968000 ,2820 ,38010000 ,1260 ,11634000 ,5420 ,49221000 ,4520 ,37899000 ,,,,,,,,,,,
35,N2E,22470 ,1018107000 ,6660 ,148969000 ,6850 ,41519000 ,2990 ,35201000 ,10200 ,93505000 ,10080 ,85688000 ,,,,,,,,,,,
35,N2G,7340 ,364132000 ,3300 ,79899000 ,3260 ,30984000 ,1190 ,18485000 ,4170 ,39195000 ,3740 ,31869000 ,,,,,,,,,,,
35,N2H,11630 ,608716000 ,4680 ,121978000 ,5060 ,51013000 ,1730 ,26425000 ,5460 ,47972000 ,5400 ,46609000 ,,,,,,,,,,,
35,N2J,9970 ,521371000 ,4840 ,152842000 ,5660 ,94160000 ,1670 ,30398000 ,3910 ,33626000 ,5170 ,46014000 ,,,,,,,,,,,
35,N2K,16410 ,1118623000 ,5310 ,164285000 ,9040 ,219924000 ,2390 ,55347000 ,4940 ,43469000 ,8030 ,82607000 ,,,,,,,,,,,
35,N2L,18250 ,867661000 ,6600 ,245858000 ,9440 ,172704000 ,2650 ,45455000 ,5710 ,51597000 ,9250 ,84490000 ,,,,,,,,,,,
35,N2M,18140 ,833941000 ,7290 ,185321000 ,6650 ,88338000 ,2440 ,32416000 ,10250 ,94974000 ,8740 ,74058000 ,,,,,,,,,,,
35,N2N,14680 ,743973000 ,5290 ,143015000 ,6160 ,53385000 ,2010 ,30052000 ,5730 ,52245000 ,6870 ,65728000 ,,,,,,,,,,,
35,N2P,14150 ,790904000 ,3970 ,121470000 ,6030 ,135619000 ,2120 ,23924000 ,4560 ,40476000 ,6760 ,67087000 ,,,,,,,,,,,
35,N2R,9530 ,521463000 ,1410 ,28703000 ,3270 ,30976000 ,1450 ,21246000 ,3170 ,29861000 ,4290 ,37647000 ,,,,,,,,,,,
35,N2T,11390 ,767953000 ,4060 ,140736000 ,6860 ,118865000 ,1880 ,36716000 ,3080 ,29059000 ,6180 ,62930000 ,,,,,,,,,,,
35,N2V,10520 ,719688000 ,2870 ,80581000 ,5790 ,76317000 ,1620 ,31892000 ,2770 ,25448000 ,5230 ,52313000 ,,,,,,,,,,,
