Prov/Terr,FSA,Employment Income #,Employment Income $,Pension Income #,Pension Income $,Investment Income #,Investment Income $,Self-employment Income #,Self-employment Income $,Benefits Income #,Benefits Income $,Other Income #,Other Income $,,,,,,,,,,,
24,H4E,15750 ,653354000 ,6600 ,132663000 ,8330 ,45967000 ,2250 ,25098000 ,9480 ,84907000 ,7720 ,68516000 ,,,,,,,,,,,
24,H4G,16440 ,763958000 ,5180 ,106135000 ,7470 ,37085000 ,2570 ,36688000 ,8870 ,85917000 ,7200 ,58746000 ,,,,,,,,,,,
24,H4H,10080 ,512007000 ,4320 ,98417000 ,5540 ,39189000 ,1420 ,23281000 ,5760 ,55025000 ,4630 ,43353000 ,,,,,,,,,,,
24,H4J,8710 ,339893000 ,3210 ,63661000 ,2990 ,26346000 ,1360 ,15749000 ,5660 ,52638000 ,4820 ,42321000 ,,,,,,,,,,,
24,H4K,5270 ,305041000 ,3160 ,80048000 ,3830 ,130211000 ,970 ,28126000 ,2980 ,26888000 ,3390 ,35813000 ,,,,,,,,,,,
24,H4L,18150 ,716520000 ,7690 ,163674000 ,8450 ,76651000 ,2910 ,34270000 ,10810 ,100373000 ,10360 ,86994000 ,,,,,,,,,,,
24,H4M,6300 ,308636000 ,2520 ,60905000 ,3380 ,59950000 ,1260 ,34247000 ,3050 ,28741000 ,4030 ,37894000 ,,,,,,,,,,,
24,H4N,14390 ,506262000 ,4720 ,84665000 ,4960 ,36084000 ,2640 ,24098000 ,8910 ,85965000 ,8510 ,73681000 ,,,,,,,,,,,
24,H4P,4950 ,251827000 ,1110 ,27894000 ,2090 ,38036000 ,790 ,29640000 ,2160 ,21634000 ,2560 ,24596000 ,,,,,,,,,,,
24,H4R,15510 ,1013910000 ,5400 ,125460000 ,9370 ,187814000 ,2690 ,92664000 ,6540 ,62650000 ,8870 ,86679000 ,,,,,,,,,,,
24,H4S,330 ,21814000 ,110 ,2219000 ,190 ,3800000 ,60 ,1410000 ,110 ,923000 ,160 ,1481000 ,,,,,,,,,,,
24,H4T,40 ,7568000 ,20 ,496000 ,30 ,8290000 ,10 ,-472000 ,10 ,166000 ,30 ,368000 ,,,,,,,,,,,
24,H4V,9820 ,405883000 ,4770 ,112825000 ,5120 ,66183000 ,1880 ,36551000 ,5340 ,47849000 ,6160 ,53526000 ,,,,,,,,,,,
24,H4W,10860 ,538219000 ,7440 ,238852000 ,8260 ,286622000 ,3030 ,81998000 ,5720 ,51674000 ,9130 ,93123000 ,,,,,,,,,,,
24,H4X,3370 ,239468000 ,1420 ,51897000 ,2230 ,61798000 ,860 ,33048000 ,1100 ,10390000 ,2240 ,26047000 ,,,,,,,,,,,
24,H4Z,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,
24,H5A,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,
24,H5B,0 ,0 ,50 ,1888000 ,50 ,2714000 ,0 ,0 ,0 ,0 ,50 ,2436000 ,,,,,,,,,,,
24,H7A,12190 ,563241000 ,4260 ,91958000 ,5160 ,30423000 ,1490 ,19134000 ,6160 ,54308000 ,5890 ,44372000 ,,,,,,,,,,,
24,H7B,1570 ,72352000 ,750 ,20718000 ,850 ,4875000 ,210 ,2591000 ,750 ,6219000 ,820 ,6055000 ,,,,,,,,,,,
24,H7C,4240 ,185943000 ,2060 ,54559000 ,2140 ,17436000 ,590 ,8247000 ,2460 ,20525000 ,2280 ,17869000 ,,,,,,,,,,,
24,H7E,14600 ,786408000 ,6870 ,205674000 ,9370 ,149598000 ,2150 ,49371000 ,5990 ,52441000 ,8250 ,80279000 ,,,,,,,,,,,
24,H7G,10800 ,448958000 ,6140 ,160760000 ,5920 ,49149000 ,1620 ,20694000 ,6610 ,57700000 ,6050 ,55470000 ,,,,,,,,,,,
24,H7H,8200 ,406809000 ,2600 ,63704000 ,3380 ,19189000 ,900 ,9957000 ,3540 ,30446000 ,3710 ,29568000 ,,,,,,,,,,,
24,H7J,1160 ,61433000 ,640 ,22321000 ,780 ,12157000 ,200 ,4287000 ,530 ,4194000 ,670 ,9039000 ,,,,,,,,,,,
24,H7K,13310 ,692194000 ,5210 ,136354000 ,6740 ,64832000 ,1610 ,27581000 ,5570 ,47621000 ,6510 ,55468000 ,,,,,,,,,,,
24,H7L,21990 ,1201658000 ,7410 ,205382000 ,10620 ,79781000 ,2680 ,51634000 ,8510 ,73228000 ,10460 ,95947000 ,,,,,,,,,,,
24,H7M,14840 ,676172000 ,8910 ,240584000 ,8830 ,72326000 ,2070 ,38540000 ,8000 ,64665000 ,8090 ,68419000 ,,,,,,,,,,,
24,H7N,23210 ,973740000 ,10320 ,239388000 ,11120 ,76895000 ,3270 ,36125000 ,13520 ,116904000 ,11860 ,100690000 ,,,,,,,,,,,
24,H7P,20510 ,994486000 ,8450 ,215654000 ,9410 ,104702000 ,2740 ,44468000 ,9610 ,83186000 ,10280 ,94888000 ,,,,,,,,,,,
24,H7R,16890 ,809640000 ,6410 ,144158000 ,7280 ,93293000 ,2180 ,27571000 ,8570 ,73923000 ,8280 ,72687000 ,,,,,,,,,,,
24,H7S,3890 ,164798000 ,1810 ,47174000 ,1930 ,13531000 ,650 ,7220000 ,2170 ,19203000 ,2180 ,17705000 ,,,,,,,,,,,
24,H7T,14060 ,648364000 ,7020 ,178214000 ,7340 ,79489000 ,2220 ,35330000 ,7710 ,70083000 ,8290 ,76580000 ,,,,,,,,,,,
24,H7V,10030 ,333108000 ,7620 ,188335000 ,5490 ,50448000 ,1770 ,15164000 ,8330 ,72370000 ,6560 ,57865000 ,,,,,,,,,,,
24,H7W,20180 ,777082000 ,11950 ,259377000 ,10360 ,132366000 ,3700 ,45450000 ,14120 ,124718000 ,12800 ,114044000 ,,,,,,,,,,,
24,H7X,15290 ,831984000 ,5210 ,129383000 ,7730 ,111285000 ,2320 ,49325000 ,6350 ,58788000 ,8290 ,84261000 ,,,,,,,,,,,
24,H7Y,5740 ,373295000 ,1530 ,43995000 ,3070 ,56599000 ,800 ,25896000 ,1800 ,16683000 ,2830 ,29506000 ,,,,,,,,,,,
24,H8N,17010 ,643117000 ,7860 ,175610000 ,8730 ,56905000 ,2570 ,26292000 ,9110 ,78896000 ,9340 ,77253000 ,,,,,,,,,,,
24,H8P,11480 ,510132000 ,6470 ,160966000 ,7220 ,60421000 ,1540 ,22760000 ,6450 ,55959000 ,6100 ,51051000 ,,,,,,,,,,,
24,H8R,16180 ,603669000 ,6250 ,129072000 ,6730 ,44010000 ,2320 ,21102000 ,9610 ,88212000 ,8330 ,71526000 ,,,,,,,,,,,
24,H8S,12750 ,518212000 ,5840 ,121826000 ,5730 ,33950000 ,1590 ,19316000 ,8320 ,74235000 ,6630 ,55097000 ,,,,,,,,,,,
24,H8T,8250 ,480140000 ,3530 ,103972000 ,4680 ,54892000 ,1160 ,22433000 ,3380 ,30206000 ,4200 ,41614000 ,,,,,,,,,,,
24,H8Y,10130 ,437554000 ,4050 ,94288000 ,4100 ,39404000 ,1440 ,21663000 ,5230 ,49015000 ,5550 ,50449000 ,,,,,,,,,,,
24,H8Z,8050 ,357302000 ,3770 ,93696000 ,3510 ,27435000 ,1140 ,15297000 ,4010 ,36198000 ,4550 ,38873000 ,,,,,,,,,,,
24,H9A,8230 ,481146000 ,3280 ,85786000 ,4720 ,83088000 ,1420 ,51198000 ,3420 ,33140000 ,5000 ,49481000 ,,,,,,,,,,,
24,H9B,11100 ,486113000 ,5290 ,127460000 ,5230 ,74934000 ,1620 ,28284000 ,5860 ,55032000 ,6510 ,57127000 ,,,,,,,,,,,
24,H9C,6630 ,394815000 ,2680 ,77785000 ,3670 ,54163000 ,990 ,26329000 ,2380 ,21017000 ,3540 ,38141000 ,,,,,,,,,,,
24,H9E,1640 ,103709000 ,710 ,20700000 ,960 ,34663000 ,280 ,7987000 ,700 ,6178000 ,890 ,9040000 ,,,,,,,,,,,
24,H9G,8080 ,412736000 ,4060 ,110285000 ,4560 ,62258000 ,1380 ,28614000 ,3690 ,33835000 ,4630 ,43023000 ,,,,,,,,,,,
24,H9H,13180 ,670023000 ,6320 ,174117000 ,7010 ,88431000 ,1900 ,40779000 ,5990 ,54671000 ,7680 ,74574000 ,,,,,,,,,,,
24,H9J,12010 ,684509000 ,4610 ,132192000 ,6530 ,81924000 ,1750 ,40004000 ,4290 ,40126000 ,6890 ,71338000 ,,,,,,,,,,,
24,H9K,5040 ,297652000 ,1370 ,33081000 ,2510 ,28944000 ,700 ,16040000 ,1800 ,16276000 ,2700 ,31074000 ,,,,,,,,,,,
24,H9P,2230 ,97109000 ,920 ,22456000 ,830 ,5709000 ,280 ,3378000 ,1100 ,9724000 ,1110 ,9738000 ,,,,,,,,,,,
24,H9R,12850 ,694977000 ,7160 ,230454000 ,7980 ,106125000 ,1860 ,38459000 ,4970 ,44857000 ,7600 ,69873000 ,,,,,,,,,,,
24,H9S,11750 ,697760000 ,6870 ,232543000 ,7700 ,166339000 ,1970 ,52286000 ,4770 ,42179000 ,6990 ,73244000 ,,,,,,,,,,,
24,H9W,9970 ,849739000 ,4540 ,188260000 ,7480 ,221330000 ,1810 ,64387000 ,2510 ,22920000 ,6540 ,81514000 ,,,,,,,,,,,
24,H9X,5000 ,353730000 ,2420 ,90101000 ,3320 ,132313000 ,860 ,27456000 ,1490 ,13218000 ,3110 ,37226000 ,,,,,,,,,,,
24,J0A,9840 ,407009000 ,5650 ,114774000 ,7170 ,52101000 ,2040 ,18191000 ,6290 ,45728000 ,4670 ,41515000 ,,,,,,,,,,,
24,J0B,32300 ,1352247000 ,20470 ,472104000 ,22510 ,230087000 ,7850 ,84826000 ,21180 ,157788000 ,16650 ,131570000 ,,,,,,,,,,,
24,J0C,12500 ,495433000 ,6290 ,121482000 ,8210 ,58263000 ,1880 ,19760000 ,8190 ,61076000 ,5720 ,39759000 ,,,,,,,,,,,
24,J0E,25530 ,1035242000 ,16890 ,453384000 ,18720 ,223112000 ,5900 ,76753000 ,15440 ,116527000 ,14360 ,144333000 ,,,,,,,,,,,
24,J0G,9190 ,364786000 ,6350 ,130239000 ,6970 ,51897000 ,1660 ,22148000 ,6560 ,50353000 ,4650 ,34189000 ,,,,,,,,,,,
24,J0H,28740 ,1178046000 ,13730 ,273714000 ,19720 ,142253000 ,5100 ,66432000 ,17300 ,130311000 ,14070 ,93928000 ,,,,,,,,,,,
24,J0J,22300 ,919355000 ,12480 ,274636000 ,14630 ,142094000 ,4010 ,49237000 ,13640 ,106969000 ,11430 ,90220000 ,,,,,,,,,,,
24,J0K,70790 ,2743262000 ,48950 ,1041102000 ,47810 ,318888000 ,10720 ,126354000 ,54380 ,434725000 ,37770 ,317528000 ,,,,,,,,,,,
24,J0L,45800 ,2123666000 ,20530 ,449096000 ,27090 ,204490000 ,6040 ,78227000 ,25860 ,208201000 ,22070 ,171415000 ,,,,,,,,,,,
24,J0M,7360 ,304659000 ,1730 ,23444000 ,550 ,2279000 ,350 ,4817000 ,2950 ,31770000 ,8080 ,53018000 ,,,,,,,,,,,
24,J0N,28400 ,1339217000 ,11660 ,265469000 ,14030 ,97223000 ,3510 ,48178000 ,15610 ,128251000 ,13290 ,107549000 ,,,,,,,,,,,
24,J0P,22630 ,1108158000 ,11630 ,312640000 ,13770 ,178178000 ,3670 ,64445000 ,11380 ,92016000 ,11400 ,103459000 ,,,,,,,,,,,
24,J0R,19420 ,969077000 ,14080 ,424989000 ,14290 ,225260000 ,4020 ,81533000 ,9820 ,79583000 ,12330 ,130460000 ,,,,,,,,,,,
24,J0S,16690 ,681759000 ,10410 ,231193000 ,11240 ,93737000 ,3110 ,41546000 ,10960 ,86503000 ,8400 ,70129000 ,,,,,,,,,,,
24,J0T,22490 ,836149000 ,19760 ,501633000 ,16520 ,178613000 ,5160 ,78047000 ,16900 ,139603000 ,14360 ,137197000 ,,,,,,,,,,,
24,J0V,12010 ,452650000 ,10270 ,234510000 ,8170 ,57093000 ,2550 ,29415000 ,9440 ,73916000 ,6910 ,64791000 ,,,,,,,,,,,
24,J0W,7270 ,251812000 ,6900 ,143492000 ,5190 ,32106000 ,1400 ,15031000 ,6890 ,55373000 ,4040 ,34933000 ,,,,,,,,,,,
24,J0X,20830 ,895626000 ,15870 ,381132000 ,11350 ,78420000 ,4240 ,54113000 ,14830 ,125724000 ,10860 ,100175000 ,,,,,,,,,,,
24,J0Y,14330 ,721031000 ,7430 ,142892000 ,8410 ,34849000 ,1310 ,17098000 ,9730 ,86678000 ,6270 ,64419000 ,,,,,,,,,,,
24,J0Z,17550 ,843032000 ,10180 ,207194000 ,11410 ,46223000 ,2020 ,19840000 ,12160 ,102040000 ,7340 ,60706000 ,,,,,,,,,,,
24,J1A,4680 ,173528000 ,3110 ,64012000 ,3380 ,25497000 ,970 ,12253000 ,3460 ,23265000 ,2250 ,14831000 ,,,,,,,,,,,
24,J1C,3560 ,166791000 ,1910 ,48162000 ,2280 ,13699000 ,550 ,7195000 ,1990 ,15508000 ,1710 ,12811000 ,,,,,,,,,,,
24,J1E,12270 ,479253000 ,6730 ,145961000 ,6450 ,25922000 ,1380 ,18984000 ,9110 ,72357000 ,5890 ,39360000 ,,,,,,,,,,,
24,J1G,9410 ,393955000 ,6530 ,156269000 ,5960 ,36254000 ,1290 ,21717000 ,6440 ,50041000 ,4780 ,33746000 ,,,,,,,,,,,
24,J1H,13470 ,462862000 ,6360 ,123790000 ,6770 ,29235000 ,1910 ,26559000 ,10360 ,86206000 ,6870 ,49166000 ,,,,,,,,,,,
24,J1J,6920 ,336788000 ,5410 ,186714000 ,5810 ,73925000 ,1350 ,41467000 ,3630 ,27593000 ,4210 ,35384000 ,,,,,,,,,,,
24,J1K,3570 ,136490000 ,1670 ,44775000 ,2260 ,16900000 ,550 ,6638000 ,1840 ,14914000 ,1790 ,12916000 ,,,,,,,,,,,
24,J1L,7120 ,310210000 ,6430 ,184366000 ,5640 ,49710000 ,1050 ,24371000 ,4800 ,33245000 ,4080 ,32846000 ,,,,,,,,,,,
24,J1M,2760 ,119545000 ,1590 ,44344000 ,1720 ,15851000 ,440 ,6536000 ,1440 ,11217000 ,1410 ,9636000 ,,,,,,,,,,,
24,J1N,19880 ,985486000 ,7900 ,206503000 ,11350 ,89139000 ,2920 ,54367000 ,9290 ,70774000 ,9140 ,71807000 ,,,,,,,,,,,
24,J1R,6370 ,307824000 ,2210 ,51381000 ,3580 ,23066000 ,950 ,16338000 ,3070 ,23954000 ,2890 ,21772000 ,,,,,,,,,,,
24,J1S,4030 ,168303000 ,2420 ,52773000 ,2710 ,14561000 ,630 ,5561000 ,2770 ,20473000 ,1880 ,12990000 ,,,,,,,,,,,
24,J1T,3160 ,112097000 ,3250 ,67374000 ,2340 ,7377000 ,420 ,3623000 ,3340 ,23156000 ,1720 ,13105000 ,,,,,,,,,,,
24,J1X,15960 ,703939000 ,12810 ,344111000 ,12030 ,150534000 ,2900 ,53465000 ,10970 ,80491000 ,9330 ,92153000 ,,,,,,,,,,,
24,J1Z,3140 ,131484000 ,1340 ,26779000 ,1950 ,13632000 ,490 ,5383000 ,1970 ,14605000 ,1400 ,10176000 ,,,,,,,,,,,
24,J2A,6970 ,294059000 ,2740 ,58028000 ,3690 ,34898000 ,740 ,10545000 ,4080 ,30574000 ,3050 ,22776000 ,,,,,,,,,,,
24,J2B,16150 ,663735000 ,9110 ,184612000 ,9120 ,54429000 ,1800 ,25178000 ,12230 ,93906000 ,7790 ,56704000 ,,,,,,,,,,,
24,J2C,14570 ,625178000 ,11610 ,271536000 ,10490 ,93239000 ,1560 ,28007000 ,11010 ,76766000 ,7590 ,58623000 ,,,,,,,,,,,
24,J2E,2530 ,98550000 ,1170 ,25303000 ,1300 ,8245000 ,260 ,3163000 ,1620 ,12256000 ,1150 ,9052000 ,,,,,,,,,,,
24,J2G,13150 ,454751000 ,10500 ,215413000 ,8850 ,47332000 ,1560 ,18554000 ,11900 ,90040000 ,7040 ,55243000 ,,,,,,,,,,,
24,J2H,12170 ,568701000 ,6770 ,188772000 ,8810 ,86520000 ,1680 ,32115000 ,5720 ,42362000 ,6310 ,58300000 ,,,,,,,,,,,
24,J2J,9640 ,380831000 ,5900 ,128411000 ,5900 ,36613000 ,1090 ,11446000 ,6530 ,47398000 ,4560 ,38897000 ,,,,,,,,,,,
24,J2K,8680 ,330223000 ,6170 ,145250000 ,5040 ,33409000 ,1300 ,15753000 ,5950 ,43857000 ,4380 ,33145000 ,,,,,,,,,,,
24,J2L,5790 ,355575000 ,3370 ,120379000 ,4590 ,90523000 ,1160 ,29820000 ,2200 ,17840000 ,3520 ,42611000 ,,,,,,,,,,,
24,J2M,3950 ,199976000 ,2130 ,58045000 ,2790 ,30356000 ,710 ,12490000 ,1830 ,13804000 ,2110 ,22013000 ,,,,,,,,,,,
24,J2N,5080 ,195686000 ,2720 ,56162000 ,2990 ,15222000 ,650 ,8241000 ,3510 ,27567000 ,2530 ,19239000 ,,,,,,,,,,,
24,J2R,5840 ,260689000 ,3150 ,75274000 ,4320 ,28932000 ,740 ,10122000 ,2960 ,21748000 ,2770 ,20154000 ,,,,,,,,,,,
24,J2S,13950 ,555360000 ,9940 ,236919000 ,9510 ,88052000 ,1540 ,26436000 ,10580 ,81195000 ,7320 ,53245000 ,,,,,,,,,,,
24,J2T,9000 ,379420000 ,5600 ,132428000 ,6200 ,33829000 ,1040 ,16445000 ,5610 ,40045000 ,4320 ,31067000 ,,,,,,,,,,,
24,J2W,16910 ,890852000 ,7180 ,201456000 ,9440 ,118358000 ,1940 ,43179000 ,7170 ,57352000 ,7720 ,65709000 ,,,,,,,,,,,
24,J2X,10680 ,483465000 ,5690 ,131661000 ,6090 ,59133000 ,1320 ,19834000 ,6540 ,51569000 ,5150 ,37773000 ,,,,,,,,,,,
24,J2Y,3220 ,152709000 ,1550 ,38537000 ,1870 ,17840000 ,420 ,6070000 ,1580 ,12399000 ,1560 ,13729000 ,,,,,,,,,,,
24,J3A,3550 ,128411000 ,4530 ,108410000 ,2670 ,15993000 ,350 ,4119000 ,3790 ,26049000 ,2030 ,14255000 ,,,,,,,,,,,
24,J3B,17650 ,736154000 ,9530 ,227035000 ,9050 ,55983000 ,1920 ,26055000 ,11710 ,95182000 ,8560 ,66308000 ,,,,,,,,,,,
24,J3E,17820 ,1022294000 ,7880 ,247996000 ,10370 ,86740000 ,1920 ,42983000 ,6550 ,51038000 ,8030 ,79032000 ,,,,,,,,,,,
24,J3G,18370 ,958077000 ,9420 ,283742000 ,11500 ,96702000 ,2460 ,46688000 ,8430 ,67360000 ,8900 ,73216000 ,,,,,,,,,,,
24,J3H,14730 ,886130000 ,7620 ,256795000 ,10010 ,144269000 ,2220 ,53994000 ,5780 ,46436000 ,7860 ,79424000 ,,,,,,,,,,,
24,J3L,30170 ,1717161000 ,11810 ,322561000 ,17150 ,164983000 ,3770 ,68569000 ,12990 ,107749000 ,13750 ,127926000 ,,,,,,,,,,,
24,J3M,6280 ,280724000 ,2620 ,57980000 ,3410 ,16979000 ,710 ,9557000 ,3490 ,26708000 ,2760 ,20669000 ,,,,,,,,,,,
24,J3N,10130 ,576738000 ,3680 ,105497000 ,5320 ,36323000 ,1180 ,22122000 ,3820 ,31600000 ,4400 ,37695000 ,,,,,,,,,,,
24,J3P,11420 ,505712000 ,10490 ,248262000 ,8720 ,42938000 ,1200 ,18757000 ,9080 ,68929000 ,6140 ,52681000 ,,,,,,,,,,,
24,J3R,6790 ,310402000 ,5540 ,140489000 ,4730 ,27832000 ,660 ,10999000 ,4840 ,37426000 ,3590 ,30185000 ,,,,,,,,,,,
24,J3T,4150 ,174022000 ,3180 ,78927000 ,3320 ,22309000 ,530 ,6444000 ,2780 ,21968000 ,2060 ,14601000 ,,,,,,,,,,,
24,J3V,14120 ,965433000 ,7830 ,302233000 ,10120 ,191583000 ,2110 ,75227000 ,4340 ,36662000 ,7560 ,84265000 ,,,,,,,,,,,
24,J3X,12690 ,713539000 ,5300 ,159359000 ,7200 ,55448000 ,1360 ,27065000 ,4890 ,39362000 ,5630 ,52494000 ,,,,,,,,,,,
24,J3Y,37060 ,1762366000 ,16670 ,440401000 ,17460 ,93765000 ,4160 ,59533000 ,17270 ,143854000 ,16820 ,137324000 ,,,,,,,,,,,
24,J3Z,3440 ,188865000 ,960 ,26633000 ,1600 ,10312000 ,370 ,6306000 ,1120 ,9986000 ,1550 ,15473000 ,,,,,,,,,,,
24,J4B,23140 ,1529596000 ,13870 ,542538000 ,17840 ,270870000 ,3230 ,128592000 ,7180 ,58798000 ,12570 ,148705000 ,,,,,,,,,,,
24,J4G,5720 ,309325000 ,2750 ,83226000 ,3220 ,30664000 ,760 ,15820000 ,2520 ,20545000 ,2760 ,25406000 ,,,,,,,,,,,
24,J4H,7530 ,381472000 ,5270 ,156135000 ,5080 ,65718000 ,1330 ,28057000 ,4340 ,36195000 ,4060 ,35589000 ,,,,,,,,,,,
24,J4J,15920 ,638524000 ,7120 ,159912000 ,6540 ,40983000 ,2100 ,27757000 ,10130 ,87519000 ,7800 ,63400000 ,,,,,,,,,,,
24,J4K,13900 ,549741000 ,5660 ,122424000 ,5830 ,33669000 ,1990 ,19738000 ,8790 ,77199000 ,6760 ,55490000 ,,,,,,,,,,,
24,J4L,16060 ,635322000 ,7970 ,190696000 ,6710 ,30590000 ,2030 ,18052000 ,10070 ,84641000 ,7770 ,59262000 ,,,,,,,,,,,
24,J4M,7270 ,394589000 ,3240 ,104329000 ,3930 ,24832000 ,900 ,16766000 ,2660 ,22675000 ,3380 ,39280000 ,,,,,,,,,,,
24,J4N,5430 ,378101000 ,4600 ,169812000 ,4910 ,86069000 ,800 ,32962000 ,2210 ,16663000 ,3290 ,41811000 ,,,,,,,,,,,
24,J4P,5500 ,405077000 ,3330 ,118809000 ,4190 ,82172000 ,1120 ,47675000 ,2310 ,19446000 ,3410 ,43503000 ,,,,,,,,,,,
24,J4R,5170 ,400181000 ,3160 ,106780000 ,3840 ,63756000 ,930 ,53978000 ,2380 ,19979000 ,3210 ,40719000 ,,,,,,,,,,,
24,J4S,3100 ,237216000 ,2100 ,86331000 ,2450 ,50420000 ,650 ,35091000 ,1100 ,9258000 ,1990 ,22114000 ,,,,,,,,,,,
24,J4T,10130 ,388863000 ,4320 ,87243000 ,3890 ,17000000 ,1270 ,12631000 ,6450 ,55542000 ,4860 ,38152000 ,,,,,,,,,,,
24,J4V,8770 ,395395000 ,4650 ,119466000 ,4150 ,29809000 ,1230 ,15653000 ,4720 ,40450000 ,4540 ,38314000 ,,,,,,,,,,,
24,J4W,9240 ,377967000 ,5090 ,128766000 ,4610 ,32824000 ,1380 ,18414000 ,5250 ,47347000 ,5330 ,47428000 ,,,,,,,,,,,
24,J4X,8250 ,433369000 ,6930 ,236867000 ,7860 ,128970000 ,1630 ,38623000 ,3850 ,32318000 ,6370 ,67458000 ,,,,,,,,,,,
24,J4Y,13090 ,720231000 ,5610 ,167209000 ,7870 ,100396000 ,2140 ,40299000 ,5220 ,48359000 ,7450 ,73265000 ,,,,,,,,,,,
24,J4Z,14860 ,717048000 ,5640 ,136489000 ,6710 ,54102000 ,2230 ,33915000 ,7210 ,65443000 ,7540 ,65345000 ,,,,,,,,,,,
24,J5A,17480 ,889099000 ,6060 ,154766000 ,7860 ,40798000 ,1700 ,22910000 ,7490 ,62912000 ,7360 ,66392000 ,,,,,,,,,,,
24,J5B,4720 ,232050000 ,2050 ,51412000 ,2150 ,9953000 ,450 ,5502000 ,2200 ,17404000 ,2120 ,16803000 ,,,,,,,,,,,
24,J5C,9930 ,473936000 ,4090 ,96784000 ,4510 ,22445000 ,900 ,13158000 ,4920 ,38900000 ,4390 ,38931000 ,,,,,,,,,,,
24,J5J,9810 ,421634000 ,3480 ,69260000 ,4500 ,22266000 ,1260 ,13535000 ,6120 ,52907000 ,4630 ,34583000 ,,,,,,,,,,,
24,J5K,9810 ,478183000 ,3160 ,74575000 ,4780 ,35591000 ,1340 ,21589000 ,5010 ,42669000 ,4710 ,38015000 ,,,,,,,,,,,
24,J5L,12690 ,595552000 ,5490 ,147229000 ,6520 ,45343000 ,1640 ,22701000 ,6630 ,53632000 ,6140 ,49320000 ,,,,,,,,,,,
24,J5M,12120 ,471630000 ,4340 ,78259000 ,5230 ,23209000 ,1460 ,15940000 ,8730 ,76157000 ,6000 ,44415000 ,,,,,,,,,,,
24,J5N,110 ,2083000 ,0 ,0 ,10 ,11000 ,0 ,0 ,30 ,200000 ,30 ,171000 ,,,,,,,,,,,
24,J5R,27490 ,1782699000 ,11190 ,338237000 ,16140 ,218298000 ,3460 ,99787000 ,10060 ,84873000 ,13660 ,144129000 ,,,,,,,,,,,
24,J5T,7850 ,335974000 ,3610 ,80638000 ,4110 ,27940000 ,900 ,11290000 ,4960 ,41370000 ,3760 ,28053000 ,,,,,,,,,,,
24,J5V,3130 ,110191000 ,3160 ,58746000 ,2540 ,12988000 ,400 ,4450000 ,3480 ,25697000 ,1700 ,13209000 ,,,,,,,,,,,
24,J5W,14260 ,687401000 ,6700 ,165965000 ,7930 ,62042000 ,1830 ,29830000 ,7660 ,63065000 ,6980 ,58254000 ,,,,,,,,,,,
24,J5X,4780 ,206489000 ,1970 ,38577000 ,2460 ,12300000 ,560 ,6927000 ,3120 ,26664000 ,2320 ,16515000 ,,,,,,,,,,,
24,J5Y,16880 ,868106000 ,7160 ,217428000 ,8190 ,72155000 ,1990 ,34677000 ,6870 ,58252000 ,8300 ,75624000 ,,,,,,,,,,,
24,J5Z,15920 ,734688000 ,7500 ,188755000 ,7570 ,38088000 ,1670 ,18628000 ,8280 ,67498000 ,7430 ,65917000 ,,,,,,,,,,,
24,J6A,17170 ,793106000 ,12650 ,383479000 ,11060 ,103086000 ,2200 ,39279000 ,9590 ,75426000 ,9250 ,84412000 ,,,,,,,,,,,
24,J6E,20650 ,859061000 ,17690 ,440391000 ,15920 ,121520000 ,2390 ,47647000 ,16500 ,124827000 ,11310 ,91943000 ,,,,,,,,,,,
24,J6J,12790 ,555982000 ,6440 ,158247000 ,5520 ,33370000 ,1500 ,18860000 ,7130 ,59002000 ,6490 ,63903000 ,,,,,,,,,,,
24,J6K,13090 ,561855000 ,6620 ,166376000 ,5480 ,27413000 ,1560 ,17125000 ,7090 ,59073000 ,6660 ,52699000 ,,,,,,,,,,,
24,J6N,8440 ,372557000 ,4950 ,120671000 ,4940 ,44839000 ,910 ,16994000 ,5110 ,39985000 ,4040 ,34675000 ,,,,,,,,,,,
24,J6R,8270 ,416881000 ,3100 ,79670000 ,4340 ,29310000 ,930 ,13226000 ,3670 ,30185000 ,3800 ,30315000 ,,,,,,,,,,,
24,J6S,12320 ,504377000 ,8990 ,203706000 ,8380 ,66101000 ,1200 ,15561000 ,8940 ,69651000 ,5940 ,48541000 ,,,,,,,,,,,
24,J6T,8750 ,339326000 ,5860 ,140541000 ,5410 ,29050000 ,870 ,12043000 ,6350 ,52401000 ,4480 ,38008000 ,,,,,,,,,,,
24,J6V,8020 ,451092000 ,3880 ,113328000 ,4710 ,36803000 ,960 ,17479000 ,3310 ,27200000 ,3930 ,38756000 ,,,,,,,,,,,
24,J6W,17980 ,857018000 ,8580 ,216196000 ,9080 ,72453000 ,2110 ,33093000 ,9920 ,80424000 ,8620 ,72421000 ,,,,,,,,,,,
24,J6X,14140 ,685702000 ,7010 ,191278000 ,7320 ,48082000 ,1640 ,25210000 ,7000 ,56760000 ,6880 ,58229000 ,,,,,,,,,,,
24,J6Y,12590 ,695988000 ,3710 ,93730000 ,6010 ,62060000 ,1660 ,28843000 ,5360 ,46833000 ,6030 ,52097000 ,,,,,,,,,,,
